id_polo,uf_polo,municipio_polo,nome_polo,nome_fantasia,polo_logradouro,polo_numero,polo_bairro,polo_cep,polo_complemento
1006,BA,São Francisco do Conde,SAO FRANCISCO DO CONDE - CENTRO,SAO FRANCISCO DO CONDE ,Av. Juvenal Eugênio de Queiroz,,Centro,43900000,Campus UNILAB SFC
1007,MT,Arenápolis,ARENAPOLIS - VILA NOVA,POLO ARENAPOLIS,Rua Castelo Branco,,Vila Nova,78420000,
1008,MT,Comodoro,COMODORO - NOVA VACARIA,POLO COMODORO,Rua José Camilo Laurindo ,353-S,Nova Vacaria,78310000,Centro Municipal de Educação Básica
1009,MT,Campo Verde,CAMPO VERDE - CENTRO,POLO DE CAMPO VERDE,Av. Brasília,1010,Centro,78840000,
1010,GO,Cavalcante,CAVALCANTE - CENTRO,POLO UAB EM CAVALCANTE,Rua Guilhermino Magalhães - Quadra 27,228,Centro,73790000,Casa do Aprendiz
1012,AL,Delmiro Gouveia,DELMIRO GOUVEIA - CIDADE UNIVERSITARIA,POLO UAB EM DELMIRO GOUVEIA,"RODOVIA AL 145, KM 03",3849,CIDADE UNIVERSITÁRIA,57480000,
1013,RS,Imbé,IMBE - CENTRO,POLO UAB EM IMBE,Av. Tramandaí,976,Centro,95625000,
1014,RS,Porto Alegre,PORTO ALEGRE - AGRONOMIA,POLO UAB EM PORTO ALEGRE,Av. Bento Gonçalves,9500,Agronomia,91509900,Universidade Federal do Rio Grande do Sul - Campus do Vale
1018,SP,São Paulo,SAO PAULO - JARDIM ESMERALDA,CEU BUTANTA,Avenida Engenheiro Heitor Antônio Eiras Garcia,1870,JARDIM ESMERALDA,5588001,
1020,SP,São Paulo,SAO PAULO - SAO JOAO CLIMACO,CEU MENINOS,Barbinos,,São João Clímaco,4240110,
1021,SP,São Paulo,SAO PAULO - JARAGUA,CEU VILA ATLANTICA,Coronel José Venâncio Dias,,Jaraguá,5160030,
1022,SP,São Paulo,SAO PAULO - JARDIM SANTA LUCRECIA,CEU PERA MARMELO,Pêra-Marmelo,226,Jardim Santa Lucrécia,5185420,
1023,SP,São Paulo,SAO PAULO - JARDIM GUAPIRA,CEU JACANA,Antônio César Neto,105,Jardim Guapira,2274100,
1024,SP,São Paulo,SAO PAULO - BALNEARIO SAO FRANCISCO,CEU ALVARENGA,do Alvarenga,,Balneário São Francisco,4474340,- de 2701/2702 ao fim
1025,SP,São Paulo,SAO PAULO - JARDIM SAO ROBERTO,CEU ROSA DA CHINA,Clara Petrela,,Jardim São Roberto,3978500,
1026,SP,São Paulo,SAO PAULO - JARDIM PAULISTANO (ZONA NORTE),CEU JARDIM PAULISTANO,Aparecida do Taboado,,Jardim Paulistano (Zona Norte),2814000,
1027,SP,São Paulo,SAO PAULO - CANGAIBA,CEU QUINTA DO SOL,Luiz Imparato,,Cangaíba,3819160,
1028,SP,São Paulo,SAO PAULO - VILA ARICANDUVA,CEU ARICANDUVA,Aricanduva,,Vila Aricanduva,3527000,Err:509
1029,SP,São Paulo,SAO PAULO - INTERLAGOS,CEU CIDADE DUTRA,Interlagos,7350,Interlagos,4777000,- de 4502 ao fim - lado par
1030,SP,São Paulo,SAO PAULO - JARDIM SAO CARLOS (ZONA LESTE),CEU PARQUE SAO CARLOS,Clarear,141,Jardim São Carlos (Zona Leste),8062590,
1031,SP,São Paulo,SAO PAULO - JARDIM MIRANGAIA,CEU VILA CURUCA,Marechal Tito,3400,Jardim Mirangaia,8115000,- de 4050 ao fim - lado par
1032,SP,São Paulo,SAO PAULO - CHACARA DONA OLIVIA,CEU PARQUE VAREDAS,Daniel Muller,347,Chácara Dona Olívia,8141290,
1033,SP,São Paulo,SAO PAULO - JARDIM MORENO,CEU JAMBEIRO,Flores do Jambeiro,,Jardim Moreno,8430810,
1034,SP,São Paulo,SAO PAULO - CIDADE TIRADENTES,CEU AGUA AZUL,dos Metalúrgicos,1262,Cidade Tiradentes,8471000,- até 1789/1790
1035,SP,São Paulo,SAO PAULO - VILA DAS BELEZAS,CEU CASA BLANCA,João Damasceno,,Vila das Belezas,5841160,
1036,SP,São Paulo,SAO PAULO - PIRAJUSSARA,CEU CAMPO LIMPO,Carlos Lacerda,678,Pirajussara,5789000,- até 679/680
1051,AL,Matriz de Camaragibe,MATRIZ DE CAMARAGIBE - CENTRO,MATRIZ DE CAMARAGIBE,Avenida Antônio Manoel dos Santos,S/N,CENTRO,57910000,Próximo a Subestação Eletrobrás
1052,MT,Aripuanã,ARIPUANA - CENTRO,prefeitura municipal de aripuanã,Pastor Alfredo Nogueira,607,CENTRO,78325000,
1053,ES,Montanha,MONTANHA - CENTRO,POLO UAB DE MONTANHA,Av. Getulio Vargas,436,CENTRO,29890000,
1055,MS,Campo Grande,CAMPO GRANDE - VILA IPIRANGA,POLO DE APOIO PRESENCIAL DE CAMPO GRANDE I,Senador Filinto Muller,1555,Vila Ipiranga,79074460,- de 932/933 ao fim
1062,SC,Lages,LAGES - GETHAL,POLO DE ENSINO A DISTANCIA DA UNIVERSIDADE FEDERAL DE SANTA CATARINA - UFSC DE LAGES,Rua Independência,245,GETHAL,88520400,Proximo ao Sesi
1065,PR,Pontal do Paraná,PONTAL DO PARANA - BALNEARIO ATAMI,POLO DE APOIO PRESENCIAL DE PONTAL DO PARANA ,Avenida Espanha,S/N,BALNEARIO ATAMI,83255000,
1066,PR,Santo Antônio do Sudoeste,SANTO ANTONIO DO SUDOESTE - CENTRO,POLO DA FRONTEIRA - UNIVERSIDADE ABERTA DO BRASIL DE SANTO ANTONIO DO SUDOESTE,RUA PRESIDENTE VARGAS,621,CENTRO,85710000,
1067,RN,Mossoró,MOSSORO - ALTO DE SAO MANOEL,POLO MOSSORO ,Raimundo Firmino de Oliveira,400,Alto de São Manoel,59628330,
1072,SC,Joaçaba,JOACABA - CENTRO,POLO DE JOACABA,Rua Roberto Trompowsky,88,CENTRO,89600000,
1075,BA,Capim Grosso,CAPIM GROSSO - JARDIM ARAUJO,POLO DA UNIVERSIDADE ABERTA DO BRASIL EM CAPIM GROSSO,Rua Jacobina,,JARDIM ARAUJO,44695000,Anexo à escola Francisco Machado
1076,SP,São José dos Campos,SAO JOSE DOS CAMPOS - SANTANA,POLO UAB DE SAO JOSE DOS CAMPOS,Avenida Olivo Gomes,250,Santana,12211115,
1078,SC,Canelinha,CANELINHA - AREIAO,POLO UAB DE CANELINHA,RUA PREFEITO SILVESTRE NUNES JUNIOR,901,AREIAO,88230000,
1080,RS,Esteio,ESTEIO - PARQUE AMADOR,POLO UAB-ESTEIO,Rua Alegrete,455,Parque Amador,93280060,
1082,BA,Rio Real,RIO REAL - ESTADUAL,ESCOLA MUNICIPAL DJALMA FARIA DE OLIVEIRA,Loteamento Bela Vista ,,ESTADUAL,48330000,
1087,BA,Ipirá,IPIRA - SETE DE JULHO,POLO UNIVERSIDADE ABERTA DO BRASIL - UAB IPIRA-BA,RUA MANOEL OLIVEIRA  E SILVA,147,SETE DE JULHO               ,44600000,CAMPUS UNIVERSITÁRIO
1089,PR,Iretama,IRETAMA - CENTRO,POLO UAB IRETAMA,Avenida Paraná,87,CENTRO,87280000,Prédio
1090,PR,Arapongas,ARAPONGAS - CENTRO,POLO UAB ARAPONGAS,Rua Pavão,26,Centro,86700245,
1091,MS,Japorã,JAPORA - CENTRO,TEKOHA GUARANI POLO - EXTENSAO CHAMOI PO`I - JOAQUIM MARTINS,RESERVA ALDEIA PORTO LINDO,,CENTRO,79985000,
1123,BA,Teodoro Sampaio,TEODORO SAMPAIO - CENTRO,POLO TEODORO SAMPAIO,Av Presidente castelo Branco,253,CENTRO,44280000,
1125,BA,Sapeaçu,SAPEACU - CENTRO,POLO SAPEACU,Rua da Vitória,,CENTRO,44530000,
1131,PR,Guarapuava,GUARAPUAVA - INDUSTRIAL,POLO UAB GUARAPUAVA,Rua Vereador Osvaldo Camilo Mendes,200,Industrial,85053016,
