id_polo,uf_polo,municipio_polo,nome_polo,nome_fantasia,polo_logradouro,polo_numero,polo_bairro,polo_cep,polo_complemento
330,MT,Barra do Bugres,BARRA DO BUGRES - CENTRO,POLO DE APOIO PRESENCIAL DE BARRA DO BUGRES,Av. Deputado Hitler Sansão,820,Centro,78390000,
331,MA,Barra do Corda,BARRA DO CORDA - ALTAMIRA,CENTRO DE ESTUDOS SUPERIORES DE BARRA DO CORDA,Rua Nelson Paturi,sn,Altamira,65950000,
335,MG,Barroso,BARROSO - SANTA MARIA,POLO UAB  BARROSO,Av. Carlos Alberto Moura da Silva,s/n,Santa Maria,36212000,Parque de Exposições 
336,MS,Bataguassu,BATAGUASSU - JARDIM SANTA MARIA,POLO DE APOIO PRESENCIAL DE BATAGUASSU,av. Presidente Prudente,10,Jardim Santa Maria,79780000,
337,CE,Beberibe,BEBERIBE - CENTRO,POLO UAB - BEBERIBE,Rua José Bessa,299,Centro,62750000,
339,MS,Bela Vista,BELA VISTA - COSTA E SILVA,ESCOLA MUNICIPAL JARBAS PASSARINHO,Rua Afonso Pena,S/N,Costa e Silva,79260000,
340,PR,Bela Vista do Paraíso,BELA VISTA DO PARAISO - CENTRO,POLO PRESENCIAL FREDERICO OSAKU LEITE,Drª. Martha Silva Gomes,732,Centro,86130000,Prédio Escolar
345,PR,Bituruna,BITURUNA - CENTRO,BITURUNA,Rua Maria Rosa Nunes Ramos ,35,Centro ,84640000,Escola Municipal Frei Tiago Luchesi
346,SC,Blumenau,BLUMENAU - CENTRO,POLO UAB - BLUMENAU,Alameda Rio Branco,574,Centro,89010300,
347,PI,Bom Jesus,BOM JESUS - JOSUE PARENTE,UESPI-CAMPUS DOM JOSE VASQUEZ DIAZ,Pça Alcebiades de Moraes,S/N,Josué Parente,64900000,
349,MA,Bom Jesus das Selvas,BOM JESUS DAS SELVAS - CENTRO,PROFESSORA MARIA ALDECY DE OLIVEIRA,Rua Barreirinhas,,Centro,65395000,
353,SP,Bragança Paulista,BRAGANCA PAULISTA - UBERABA,POLO UAB BRAGANCA PAULISTA,Rua Alexandre Berbari,101,Uberaba,12926676,Jardim São Lourenço 
354,CE,Brejo Santo,BREJO SANTO - CENTRO,POLO DE BREJO SANTO-CEARA,RUA MANUEL ANTONIO CABRAL ,S/N,CENTRO,63260000,PRÉDIO
358,PA,Breves,BREVES - AEROPORTO,CENTRO DE DESENV. E ED.PROFISSIONAL DR.JOAO MESSIAS DOS SANTOS-CEDEP,Avenida Rio Branco,1752,Aeroporto,68800000,
359,BA,Brumado,BRUMADO - TANQUE,POLO DA UAB EM BRUMADO,Rua Antônio Carlos Magalhães,,Tanque,46100000,Prédio
362,RO,Buritis,BURITIS - SETOR 1,CENTRO TECNOLOGICO DE FORMACAO INICIAL E CONTINUADA DO MAGISTERIO PUBLICO MUNICIPAL DE BURITIS,Av Ayrton Senna,971,Centro,76880000,Centro Tecnológico de Formação
363,PB,Cabaceiras,CABACEIRAS - CENTRO,UAB TERESINHA JESUS FARIAS AIRES-POLO CABACEIRAS,Av. 04 de Junho,379,Centro,58480000,
364,RS,Cacequi,CACEQUI - CENTRO,UAB - POLO DE CACEQUI,Rua Senador Salgado Filho,S/N,Centro,97450000,
365,PA,Cachoeira do Arari,CACHOEIRA DO ARARI - PETROPOLIS,CACHOEIRA DO ARARI,Avenida Coronel Bento Miranda,500,Petrópolis,68840000,
366,ES,Cachoeiro de Itapemirim,CACHOEIRO DE ITAPEMIRIM -  DISTRITO DE MORRO GRANDE,POLO UAB - CACHOEIRO DE ITAPEMIRIM,Rodovia 482 Cachoeiro x Alegre KM 05,0, Distrito de Morro Grande,29313210,Cidade Universitária
371,MS,Camapuã,CAMAPUA - VILA DIAMANTINA,CENTRO DE APOIO PRESENCIAL DE CAMAPUA,RUA FERREIRA DA CUNHA,200,VILA DIAMANTINA,79420000,
373,PA,Cametá,CAMETA - CENTRAL,UAB - POLO CAMETA,Avenida Gentil Bittencourt,1582,Central,68400000,Antiga escola Governador Alacid Nunes
375,SP,Campinas,CAMPINAS - JARDIM PAINEIRAS,CAMPINAS,Rua João Alves dos Santos,860,Jardim Paineiras,13092331,
376,MG,Campo Belo,CAMPO BELO - CIDADE MONTESA,POLO UAB DE CAMPO BELO,Avenida Indianápolis,325,Cidade Montesa,37270000,Escola Municipal Lucilla Gibram Cambraia
378,PI,Campo Maior,CAMPO MAIOR - SAO LUIS,UESPI-CAMPUS HEROIS DO JENIPAPO,Av. Santo Antonio,s/n,São Luis,64280000,
381,CE,Campos Sales,CAMPOS SALES - ALTO ALEGRE,POLO DE APOIO PRESENCIAL DE CAMPOS SALES,Rua Emiliano Fortaleza,S/N,Alto Alegre,63150000,Centro Vocacional Tecnológico - CVT
383,SC,Canoinhas,CANOINHAS - CENTRO,POLO DE APOIO PRESENCIAL EAD/UAB CANOINHAS,"RUA BERNARDO OLSEN,",400,CENTRO,89460000,PRÉDIO
385,PA,Capanema,CAPANEMA - SAO PEDRO E SAO PAULO,POLO UAB/CAPANEMA,RODOVIA CAPANEMA-BRAGANÇA,S/Nº,SÃO PEDRO E SÃO PAULO,68700000,Km2
388,SC,Concórdia,CONCORDIA - CENTRO,POLO UAB: SDR - CONCORDIA,Travessa Irmã Leopoldina,136,Centro,89700000,
389,RN,Caraúbas,CARAUBAS - DR. SEBASTIAO MALTEZ ,POLO UAB - SERTAO DAS CARAUBEIRAS,Rua Alfredo Alves de Azevedo,212,Dr. Sebastião Maltez ,59780000,
390,SE,Carira,CARIRA - VILA NOVA,POLO DE APOIO PRESENCIAL DE CARIRA,Rua João Paulo da Conceição,S/N,Vila Nova,49550000,
391,MG,Carlos Chagas,CARLOS CHAGAS - CENTRO,POLO CARLOS CHAGAS,Travessa Braga,381,Centro,39864000,Esquina com Avenida Capitão João Pinto
392,MG,Carneirinho,CARNEIRINHO - CENTRO,CARNEIRINHO UAB,Avenida José Ambrosio de Queiroz,850,Centro,38290000,
393,MA,Carolina,CAROLINA - SETOR UNIVERSITARIO,POLO DE APOIO PRESENCIAL-UAB2-CAROLINA,Av. Frederico Martins de Azevedo,616,Setor Universitário,65980000,
400,MA,Caxias,CAXIAS - CENTRO,POLO UAB CAXIAS,Rua São Pedro,s/n,Centro,65608160,
403,DF,Brasília,BRASILIA - GUARIROBA,DF - DIGITAL - CEILANDIA MASTER,QNN 14 A/E,0,Guariroba,72210181,
405,PR,Cerro Azul,CERRO AZUL - CENTRO,CENTRO COMUNITARIO BERNARDO VON MULLER,Rua Deputado Aníbal Cury,s/n,Centro,83570000,Centro Comunitário Bernardo Von Muller Berneck
407,SC,Chapecó,CHAPECO - SAO CRISTOVAO,POLO MUNICIPAL DE APOIO PRESENCIAL- UAB - CHAPECO,RUA OSVALDO CRUZ,1556-E,SÃO CRISTÓVÃO,89803361,TÉRREO (antigo SESI)
412,MA,Codó,CODO - SAO BENEDITO,POLO UAB - CODO,Rua Paraiba,474,São Benedito,65400000,Proximo a Câmara Municipal de Codó
414,MA,Coelho Neto,COELHO NETO - CENTRO,POLO UAB COELHO NETO,Av. Mal. Cordeiro de Farias,0,Centro,65620000,José Sarney
415,ES,Colatina,COLATINA - ESPLANADA,POLO-UAB/COLATINA,Av. Ângelo Giuberti,,Esplanada,29702902,Praça Sol Poente
417,MA,Colinas,COLINAS - CENTRO,POLO UAB - CENTRO DE ESTUDOS SUPERIORES DE COLINAS,Avenida Dr. Osano Brandão,511,Centro,65690000,
419,PR,Colombo,COLOMBO - JD. NOSSA SENHORA DE FATIMA,POLO DE APOIO PRESENCIAL PROF. ALTAIR DA SILVA LEME,RUA DORVAL CECCON,664,JD. NOSSA SENHORA DE FÁTIMA,83405030,2º ANDAR
421,BA,Conceição do Coité,CONCEICAO DO COITE - CENTRO,POLO UAB DE CONCEICAO DO COITE - BA.,Rua maximino madureira,S/N,Centro,48730000,Escola Estadual Olgarina Pitangueira Pinheiro
422,MG,Conceição do Mato Dentro,CONCEICAO DO MATO DENTRO - CENTRO,POLO UAB - CONCEICAO DO MATO DENTRO,Av. JK,680,Centro,35860000,
424,MG,Confins,CONFINS - CENTRO,CENTRO EDUCACIONAL E CULTURA/ESCOLA MUNIC.AFONSO JOSE DA SILVA,Rua Maria Rodrigues,730,Centro,33500000,
425,PR,Congonhinhas,CONGONHINHAS - CENTRO,UAB- CONGONHINHAS,Av. Dr. Davi Xavier da Silva,,Centro,86320000,
427,PB,Coremas,COREMAS - CENTRO,POLO UAB - COREMAS,Rua Mecânica DNOCS,S/N,centro,58770000,
428,PI,Corrente,CORRENTE - CENTRO,VALE DO CORRENTE,Praça Joaquim Nogueira Paranaguá,73,Centro,64980000,
429,MS,Costa Rica,COSTA RICA - AREA RURAL,POLO DE APOIO PRESENCIAL PROF  ADENOCRE A. DE MORAIS -COSTA RICA,José Calazans da Silva,172,Área Rural,79550000,Esc.Munic. profº.Adenocre A. de Morais
433,TO,Cristalândia,CRISTALANDIA - CENTRO,POLO DE EAD DE CRISTALANDIA,Avenida Dom Jaime Antônio Schuck,2.600,Centro,77490000,Prédio
434,MG,Cristália,CRISTALIA - CENTRO,POLO UAB DE CRISTALIA,Rua Teodomiro Borges,sn,Centro,39598000,
437,SP,Cubatão,CUBATAO - VILA COUTO,POLO UAB CUBATAO,Rua Doutor Fernando Costa,1096,Vila Couto,11510310,LOCAL ONDE FUNCIONAVA A ANTIGA FÁBRICA DA COMUNIDADE
438,MT,Cuiabá,CUIABA - CENTRO-SUL,SECRETARIA DE ESTADO DE EDUCACAO,Rua Comandante Costa,1927,Centro-Sul,78025200,
442,SP,Diadema,DIADEMA - CENTRO,POLO DE APOIO PRESENCIAL DE DIADEMA,Rua Nossa Senhora das Vitórias,249/251,Centro,9910140,
444,MT,Diamantino,DIAMANTINO - MT 240,POLO DE APOIO PRESENCIAL DO MUNICIPIO DE DIAMANTINO/MT,Rodovia Senador Roberto Campos,S/N,MT 240,78400000,Saída para Alto Paraguai - Antiga Escola Agrícola
446,TO,Dianópolis,DIANOPOLIS - CENTRO,POLO DE APOIO PRESENCIAL PARA O DESENVOLVIMENTO DO SUDESTE DO TOCANTINS,Praça Aurélio Antonio Araújo,2,Centro,77300000,
448,MA,Dom Pedro,DOM PEDRO - CENTRO,POLO UAB SOCORRO CARVALHO,Rua Jorge Fernandes,s/n,Centro,65765000,Colégio Socorro Carvalho
450,RJ,Duque de Caxias,DUQUE DE CAXIAS - JARDIM 25 DE AGOSTO,POLO UAB - DUQUE DE CAXIAS,Rua Marechal Floriano,555,Jardim 25 de Agosto,25070020,
451,MG,Durandé,DURANDE - CENTRO,POLO UAB DURANDE,Avenida Álvaro Moreira da Silva,615,Centro,36974000,Prédio
454,RS,Encantado,ENCANTADO - LAMBARI,POLO PRESENCIAL DE ENCANTADO,Rua Alegrete,811,Lambari,95960000,Centro Municipal de Educação
455,PR,Engenheiro Beltrão,ENGENHEIRO BELTRAO - CENTRO,POLO UAB - ENGENHEIRO BELTRAO,Rua Clotário Portugal,115,Centro,87270000,
458,BA,Euclides da Cunha,EUCLIDES DA CUNHA - JEREMIAS,CAMPUS XXII DA UNIVERSIDADE DO ESTADO DA BAHIA,Rua Enock Canário de Araújo,,Jeremias,48500000,
460,PR,Faxinal,FAXINAL - CENTRO,POLO UAB DE FAXINAL,Av. Eugênio Bastiani,984,Centro,86840000,
461,BA,Feira de Santana,FEIRA DE SANTANA - CENTRO,POLO UAB FEIRA DE SANTANA,Juracy Magalhães Júnior,s/n,Centro,44001360,
463,PR,Flor da Serra do Sul,FLOR DA SERRA DO SUL - CENTRO,POLO DE APOIO PRESENCIAL DE FLOR DA SERRA DO SUL,Rua Cristiano Bender,419,Centro,85618000,
466,SC,Florianópolis,FLORIANOPOLIS - CENTRO,POLO UAB FLORIANOPOLIS,Rua Ferreira Lima,82,Centro,88015420,Subsolo
470,MA,Fortaleza dos Nogueiras,FORTALEZA DOS NOGUEIRAS - NOVA FORTALEZA,POLO DE APOIO PRESENCIAL DA UAB DE FORTALEZA DOS NOGUEIRAS,Rua Raimundo Braúna,S/Nº,Nova Fortaleza,65805000,
471,SP,Franca,FRANCA - CENTRO,UAB POLO FRANCA ,Avenida Champagnat,1808,Centro,14400320,
472,MG,Francisco Sá,FRANCISCO SA - CENTRO,FRANCISCO SA,Rua João Catulino de Andrade,748,Centro,39580000,
474,PE,Garanhuns,GARANHUNS - SANTO ANTONIO,GARANHUNS,Av. Dantas Barreto,44,Santo Antônio,55295080,
477,GO,Goiás,GOIAS - ALTO DO SANTANA,POLO DE EDUCACAO A DISTANCIA VILA BOA DE GOIAS,Rua Vereador Hugo Argenta,s/n,Alto do Santana,76600000,Abaixo da Escola Mul Santa Bárbara
478,PR,Goioerê,GOIOERE - CENTRO,POLO UAB - GOIOERE,Av. Daniel Portela,1354,Centro,87360000,
480,MA,Grajaú,GRAJAU - TREZIDELA,POLO UAB - PROFESSOR PORFIRIO PEREIRA  SANTOS,BR 226,22,TREZIDELA,65940000,"KM 214 /ANTIGO LIONS CLUB, "
482,RN,Grossos,GROSSOS - BOA ESPERANCA,EDUCA GROSSOS,RUA CORONEL SOLON,10,BOA ESPERANÇA,59675000,
487,MT,Guarantã do Norte,GUARANTA DO NORTE - CENTRO,UAB-GUARANTA DO NORTE,Av. Alcides Moreno Capelini,555,Centro,78520000,
489,TO,Gurupi,GURUPI - ZONA RURAL,"POLO DE EDUCACAO A DISTANCIA, NO MUNICIPIO DE GURUPI",Rua Badejós,s/n,Zona Rural,77402970,"Lote 07, Chácara 69/72"
491,MA,Humberto de Campos,HUMBERTO DE CAMPOS -  BACABEIRA,POLO UAB HUMBERTO DE CAMPOS,RUA SÃO MIGUEL  ,S/N, BACABEIRA,65180000,
492,BA,Ibicuí,IBICUI - CENTRO,UNIVERSIDADE ABERTA DO BRASIL - POLO DE IBICUI,Rua Lomanto Júnior,,Centro,45290000,Entrada Norte da Cidade
493,BA,Ibotirama,IBOTIRAMA - IBOTIRAMINHA,POLO UAB - POLO REGIONAL DE IBOTIRAMA,Rua Boquira,S/N,Ibotiraminha,47520000,
495,PA,Igarapé-Miri,IGARAPE-MIRI - CIDADE NOVA,POLO UAB-IGARAPE-MIRI: CENTRO DE FORMACAO ACAI,Rua Simplício de Moraes,,Cidade Nova,68300000,
498,BA,Ilhéus,ILHEUS - MALHADO,POLO UAB - ILHEUS,Av. Governador Roberto Santos,,Malhado,45665000,
500,SC,Indaial,INDAIAL - CENTRO,POLO UAB-INDAIAL,Rua Marechal Floriano Peixoto,560,Centro,89130000,
501,GO,Inhumas,INHUMAS - VILA HEITOR,POLO DE APOIO PRESENCIAL DA UAB INHUMAS,Rua 05,153,Vila Heitor,75400000,Praça João Heitor de Paula
502,MG,Ipanema,IPANEMA - CENTRO,POLO UAB DE IPANENA,RUA SANTOS DUMONT,337,CENTRO,36950000,
504,PR,Ipiranga,IPIRANGA - CENTRO,POLO DE IPIRANGA,Rua João Ribeiro da Fonseca,74,Centro,84450000,
506,CE,Ipueiras,IPUEIRAS - CENTRO,CENTRO MULTIFUNCIONAL FRANCISCO CAZUZA SAMPAIO,Rua Coronel José Bento,S/N,Centro,62230000,
509,BA,Itaberaba,ITABERABA - CENTRO,POLO UAB - ITABERABA ,Av. Rio Branco,367,Centro,46880000,
510,BA,Itabuna,ITABUNA - LOMANTO JUNIOR,POLO UAB ITABUNA/BA,Av. José Soares Pinheiro,S/Nº   ,Lomanto Junior ,40600013,Prédio do Colégio Modelo Luis Eduardo Magalhães
512,RJ,Itaguaí,ITAGUAI - CENTRO,POLO UAB/CEDERJ ITAGUAI,R. Dídimo José Batista ,125,Centro,23815000,Colégio Municipal Senador Teotônio Vilella
514,SC,Itajaí,ITAJAI - FAZENDA,POLO DE APOIO PRESENCIAL GERED/SDR ITAJAI,Av. Sete de Setembro,s/n,Fazenda,88302400,anexo Escola E.B.Nereu Ramos
515,MG,Itamarandiba,ITAMARANDIBA - FLORESTAL,POLO ITAMARANDIBA,Avenida Jequitinhonha,298,Florestal,39670000,
516,PR,Itambé,ITAMBE - PARQUE INDUSTRIAL,POLO DE APOIO PRESENCIAL DE ITAMBE,Rua Luis Fedrigo ,3,Parque Industrial,87175000,
517,SC,Itapema,ITAPEMA - MORRETES,POLO DE APOIO PRESENCIAL BENTO ELOI GARCIA,Rua 402-B,,Morretes,88220000,Prédio Escola Bento Elói Garcia
518,BA,Itapetinga,ITAPETINGA - CENTRO,PREDIO ESCOLAR JOSE VAZ ESPINHEIRA,Rua Visconde do Rio Branco,s/n,centro,45700000,Prédio
520,CE,Itapipoca,ITAPIPOCA - COQUEIRO,ITAPIPOCA,RUA JOÃO CORDEIRO,S/N,COQUEIRO,62500000,
525,PE,Jaboatão dos Guararapes,JABOATAO DOS GUARARAPES - CURADO IV,ESCOLA TÉCNICA ESTADUAL MAXIMILIANO ACCIOLY CAMPOS ,Rua sete,S/N,Curado IV,54270060,
526,MG,Jaboticatubas,JABOTICATUBAS - SAO VICENTE,UAB-POLO JABOTICATUBAS,Rua Joana de Melo,1300,São Vicente,35830000,
527,PR,Jacarezinho,JACAREZINHO - CENTRO,UNIVERSIDADE ABERTA DO BRASIL - POLO JACAREZINHO,Rua Costa Júnior,1065,Centro,86400000,Térreo
529,PA,Jacundá,JACUNDA - SANTA RITA,POLO UAB DE JACUNDA   ,Rua Santa Tereza,s/n,Santa Rita,68590000,
530,RS,Jaguarão,JAGUARAO - CENTRO,POLO CIDADE HEROICA DE APOIO PRESENCIAL UAB,rua 3 de outubro,170,centro,9630000,rua
531,PR,Jaguariaíva,JAGUARIAIVA - CIANE,POLO UAB - JAGUARIAIVA,Rua João Thom,s/n,Cianê,84200000,Condomínio Matarazzo
532,CE,Jaguaribe,JAGUARIBE - CENTRO,POLO UAB JAGUARIBE / ESCOLA ALICE DIOGENES,Av. 8 de novembro,1087-B,Centro,63475000,
533,MG,Janaúba,JANAUBA - VEREDAS,POLO JANAUBA,Rua Manoel Bandeira,460,Veredas,39440000,
534,SP,Jaú,JAU - CENTRO,POLO UAB JAU,Rua Quintino Bocaiúva,532,Centro,17201470,
535,MT,Jauru,JAURU - CRUZEIRO,POLO UAB DE JAURU - MT,Avenida Padre Nazareno Lanciotti,1820,Cruzeiro,78255000,Núcleo Pedagogico de Jauru-UNEMAT-CEAD
536,BA,Jequié,JEQUIE - CAMPO DO AMERICA,POLO DE APOIO PRESENCIAL RIO DAS CONTAS DA UNIVERSIDADE ABERTA DO BRASIL,Rua Edgar Santos,S/N,Campo do América,45203200,
542,MT,Juína,JUINA - SETOR DE SERVICOS,POLO DE JUINA,BR AR1 - Trevo Tangará,,Setor de serviços,78320000,Próximo ao Posto Figueira (antiga Escola Marechal Rondon)
543,MG,Juiz de Fora,JUIZ DE FORA - LADEIRA,POLO UAB DE JUIZ DE FORA,Rua Maria Perpétua,72,Ladeira,36052560,
545,SE,Lagarto,LAGARTO - COLONIA TREZE,POLO PRESENCIAL DO MUNICIPIO DE LARGATO - COLONIA TREZE,Pista principal ,s/n,colonia treze,49400000,Zona rural
548,MG,Lagoa Santa,LAGOA SANTA - SANTOS DUMONT,POLO LAGOA SANTA/MG,Av. Coronel Modestino Gonçalves,90,Santos Dumont,33400000,
552,PR,Lapa,LAPA - CENTRO,POLO UAB LAPA / PARANA,Rua Eufrasio Cortes,228,Centro,83750000,próximo Câmara Municipal 
553,PR,Laranjeiras do Sul,LARANJEIRAS DO SUL - ESTRADA PARA PORTO BARREIRA,LARANJEIRAS DO SUL,Av. Deolinda Luz,s/n,Estrada para Porto Barreira,85301000,
554,MG,Lavras,LAVRAS - CENTRO,POLO UAB DE LAVRAS,Praça Doutor Jorge,130,Centro,37200000,Escola Álvaro Botelho
557,ES,Linhares,LINHARES - NOVO HORIZONTE,POLO UAB DE LINHARES,Avenida Presidente Costa e Silva,155,NOvo Horizonte,29902120,
560,MT,Lucas do Rio Verde,LUCAS DO RIO VERDE - JARDIM PRIMAVERA,LUCAS DO RIO VERDE-MT,Rua: Cedro,61,Jardim Primavera,78455000,S
561,PI,Luzilândia,LUZILANDIA - CENTRO,POLO DE APOIO PRESENCIAL DE LUZILANDIA,Rua João Quariguazi,409,Centro,64160000,
562,AP,Macapá,MACAPA - CENTRO,POLO UNIVERSITARIO EQUADOR,Avenida Fab,91,CENTRO,68900073,Escola Estadual Professor Gabriel Almeida Café
564,RJ,Magé,MAGE - CENTRO,POLO UAB - MAGE,Av. Padre Anchieta,163,Centro,25900000,--------------------------------------------------
565,AM,Manaquiri,MANAQUIRI - MANAQUIRI,POLO UNIVERSITARIO DE MANAQUIRI,Rua Silvino Raimundo,,Manaquiri,69435000,
567,MG,Mantena,MANTENA - CENTRO,POLO DE APOIO PRESENCIAL,Rua Manoel Amancio,171,Centro,35290000,
568,PA,Marabá,MARABA - AMAPA,POLO UAB/MARABA,Av. Hiléia,s/n°,Amapá,68502100,Agrópolis do INCRA
570,CE,Maranguape,MARANGUAPE - GUABIRABA,CVT DE MARANGUAPE - POLO UAB DE MARANGUAPE,Walter Lopes,149,Guabiraba,61940570,Escola Municipal do Rio Grande do Norte
571,RN,Marcelino Vieira,MARCELINO VIEIRA - CENTRO,POLO DE APOIO PRESENCIAL DE MARCELINO VIEIRA,Rua Nossa Senhora de Fátima,3,Centro,59970000,
572,PI,Marcos Parente,MARCOS PARENTE - CENTRO,POLO UAB - MARCOS PARENTE,Rua Landri Sales,s/n°,Centro,64845000,
574,SP,Matão,MATAO - JARDIM BUSCARDI,POLO UAB - MATAO,Av. Rincão,598,Jardim Buscardi,15991210,
575,TO,Mateiros,MATEIROS - CENTRO,POLO DE APOIO PRESENCIAL DA UAB DE MATEIROS,Av. Maranhão ,s/n,Centro ,77593000,Escola Municipal Estefânio Telles Chagas
576,CE,Mauriti,MAURITI - SERRINHA,POLO DE APOIO PRESENCIAL DE MAURITI,Rua Padre Argemiro Rolim de Oliveira,s/n,Serrinha,63210000,anexo Centro Educacional de Mauriti
578,GO,Mineiros,MINEIROS - IORES,POLO UNIVERSITARIO DE MINEIROS - GO,Rua Cabeceira Alta,,Ióres,75830000,Qd.20    Lt. 08
579,MS,Miranda,MIRANDA - COAHB,PROFESSORA MAROLI VICENTE JULIO,Rua Carandá,300,Coahb,79380000,
580,SP,Mirandópolis,MIRANDOPOLIS - PAULICEIA,POLO UAB - MIRANDOPOLIS,Rua Anchieta,720,Paulicéia,16800000,Prédio Escolar
581,CE,Missão Velha,MISSAO VELHA - CENTRO,CVT DE MISSAO VELHA,Rua Cel. José Dantas,s/n,Centro,63200000,
582,PI,Monsenhor Gil,MONSENHOR GIL - CENTRO,POLO DE MONSENHOR GIL - PI,Av. Joel Mendes,650,Centro,64450000,
586,RN,Natal,NATAL - NOSSA SENHORA DE NAZARE,POLO NATAL,AV CEL ESTEVAM,3705,NOSSA SENHORA DE NAZARÉ,59060200,
588,MA,Nina Rodrigues,NINA RODRIGUES - CENTRO,POLO TECNOLOGICO UAB2 - ANEXO RAIMUNDO DE OLIVEIRA CORREA,Travessa Interventor Coronel Siqueira,5,Centro,65450000,Pédio
589,SE,Nossa Senhora da Glória,NOSSA SENHORA DA GLORIA - SILOS,POLO UAB - NOSSA SENHORA DA GLORIA,Rodovia Engenheiro Jorge Neto,,Silos,49680000,KM 03
590,SE,Nossa Senhora das Dores,NOSSA SENHORA DAS DORES - CENTRO,POLO PRESENCIAL PROFESSORA LUCIA SANTANA OLIVEIRA,praça Joel Nascimento,s/n,centro,49600000,
593,RJ,Nova Iguaçu,NOVA IGUACU - CENTRO,POLO UAB - NOVA IGUACU,Rua Doutor Paulo Fróes Machado,38,Centro,26255170,Antigo Forum
594,RO,Nova Mamoré,NOVA MAMORE - CIDADE NOVA,POLO UAB DO MUNICIPIO DE NOVA MAMORE,Av. Raimundo Fernandes,2288,Cidade Nova,76857000,
595,PR,Nova Santa Rosa,NOVA SANTA ROSA - CENTRO,POLO DE NOVA SANTA ROSA,Av. Tucunduva,1033,centro,85930000,
598,MT,Nova Xavantina,NOVA XAVANTINA - JARDIM ALVORADA,POLO EDUCACIONAL DE APOIO PRESENCIAL UAB NOVA XAVANTINA,Rua Oscar Niemayer,185,Jardim Alvorada,78690000,Nova Xavantina
599,RS,Novo Hamburgo,NOVO HAMBURGO - CENTRO,POLO DA UNIVERSIDADE ABERTA EM NOVO HAMBURGO,Av. Pedro Adams Filho,4918,Centro,93320006,2º e 3º andares
600,PI,Oeiras,OEIRAS - CENTRO,UESPI-CAMPUS PROFESSOR POSSIDONIO QUEIROZ,Av. Candido Martins,67,Centro,64500000,
602,CE,Orós,OROS - CENTRO,POLO UAB PE. DJALVO BEZERRA DE ALENCAR,Travessa Dr. Rosevaldo,S/N,Centro,63520000,Vizinho ao Dançódromo Beira Rio
604,SC,Otacílio Costa,OTACILIO COSTA - FATIMA,POLO DE APOIO PRESENCIAL UAB OTACILIO COSTA,Rua Pedro Álvares Cabral,103,Fátima,88540000,
605,MG,Ouro Preto,OURO PRETO - CENTRO,POLO UAB OURO PRETO,Rua Teixeira Amaral ,91,Centro,35400000,Casa
607,SC,Palhoça,PALHOCA - PONTE DO IMARUIM,POLO DE APOIO PRESENCIAL/UFSC /PALHOCA,Rua João Pereira dos Santos,305,Ponte do Imaruim,88130475,
610,PR,Palmeira,PALMEIRA - CENTRO,POLO DA UAB DE PALMEIRA,Rua Jesuino Marcondes,200,Centro,84130000,Prédio
611,PR,Palmital,PALMITAL - VILA PARQUE JUNIOR,POLO DE APOIO PRESENCIAL/UAB DE PALMITAL,Rua Parigot de Souza,S/N,Vila Parque Júnior,85270000,Escola Municipal Catarina K. Costa
612,SC,Palmitos,PALMITOS - CENTRO,POLO DE APOIO PRESENCIAL UAB- PALMITOS,Av. Brasil,s/n,Centro,89887000,
613,RS,Panambi,PANAMBI - CENTRO,POLO PRESENCIAL UNIVERSIDADE ABERTA DO BRASIL,Rua Hermann Mayer,43,centro,98208000,2º Piso
614,PA,Paragominas,PARAGOMINAS - JK,POLO DE PARAGOMINAS,Rua Casimiro de abreu,24,JK,68625970,Próx. Igreja
617,RN,Parnamirim,PARNAMIRIM - COHABINAL,PARNAMIRIM,rua castor vieira régis,424,cohabinal,59140670,
619,MG,Patos de Minas,PATOS DE MINAS - CENTRO,POLO UAB PATOS DE MINAS,Rua Olegário Maciel,113,Centro,38700126,Junto ao Ministério de Educação
621,BA,Paulo Afonso,PAULO AFONSO - PANORAMA,POLO UAB - PAULO AFONSO,Av. Antonio Carlos Magalhães,11,Panorama,48600000,
623,MG,Pedra Azul,PEDRA AZUL - CENTRO,POLO UAB - DR. GILBERTO ANTUNES DE ALMEIDA,Av. Dr. Antero de Lucena Ruas,525,Centro,39970000,
627,SP,Peruíbe,PERUIBE - BALNEARIO STELLA MARIS,UAB POLO PERUIBE,Rua Rio de Janeiro,310,Balneário Stella Maris,11750000,
629,PI,Picos,PICOS - JUNCO,POLO DE APOIO PRESENCIAL EAD/UAB PICOS-PI,Avenida Senador Helvidio Nunes,S/N,Junco,64607760,Campus Professor Barros Araújo
631,PR,Pinhão,PINHAO - CENTRO,POLO UNIVERSITARIO DE PINHAO,Avenida Trifon Hanysz,244,centro,85170000,
633,CE,Piquet Carneiro,PIQUET CARNEIRO - CENTRO,POLO SRA ANTONIA ALVES DE LIMA,Rua Zacarias Pinheiro,s/nº,Centro,63605000,
635,PI,Piripiri,PIRIPIRI - PETECAS,UESPI-CAMPUS PROFESSOR ANTONIO GIOVANNE ALVES DE SOUSA,Av. Marechal Castelo Branco,180,Petecas,64260000,
638,MG,Pompéu,POMPEU - PARAÍSO ,POLO DE APOIO PRESENCIAL UAB-POMPEU,Rodovia MG 164 - Km 63,0,Paraíso ,35640000,
