"id","cidade","uf","lat","lng","nome_polo","nome_fantasia","logradouro","numero","bairro","cep","complemento","conceito"
"727","Taperoá","PB","-7.20024560","-36.82502740","TAPEROA - ALTO DA CONCEICAO","UFPB - VIRTUAL UAB POLO TAPEROA","Rua Coronel Dorgival Vilar Filho","287","Alto da Conceição","58680000","Prédio","AA"
"728","Tauá","CE","-5.89228700","-40.22712430","TAUA - COLIBRIS","POLO DE EDUCACAO SEMIPRESENCIAL DE TAUA/CEARA","Rua Antônio Benevides","1","Colibris","63660000","","AA"
"729","Tefé","AM","-4.46064780","-65.66585680","TEFE - JURUA","POLO DE APOIO PRESENCIAL UAB/TEFE","Rua João Stéfano","625","Juruá","69470000","","AA"
"731","Telêmaco Borba","PR","-24.33478300","-50.62079370","TELEMACO BORBA - NOSSA SENHORA DO PERPETUO SOCORRO-BNH","POLO UNIVERSITARIO DE APOIO PRESENCIAL DE  TELEMACO BORBA","Rua Guarani","s/n","Nossa Senhora do Perpétuo Socorro-BNH","84265150","Campus Universitárioi de Telêmaco Borba","AA"
"733","Timbiras","MA","-4.25635190","-43.93234550","TIMBIRAS - CENTRO","UNIVERSIDADE MUNICIPAL ABERTA DE TIMBIRAS","Travessa das Flores","","Centro","65420970","","AA"
"734","Timóteo","MG","-19.53841800","-42.64744070","TIMOTEO - CENTRO NORTE","POLO UAB DE TIMOTEO","Alameda 31 de Outubro","405","Centro Norte","35180014","","AA"
"735","Tiradentes","MG","-21.10978180","-44.16253380","TIRADENTES - PARQUE DAS ABELHAS","POLO DE APOIO PRESENCIAL DE TIRADENTES","Rua José Batista de Carvalho","59","Parque Das Abelhas","36325000","","AA"
"742","Uberlândia","MG","-18.89453730","-48.26547970","UBERLANDIA - BRASIL","POLO DE APOIO PRESENCIAL DE UBERLANDIA -UAB","Avenida Professor José Inácio de Souza","1958","Brasil","38400732","","AA"
"744","Umuarama","PR","-23.76610640","-53.32061050","UMUARAMA - JARDIM SAO FERNANDES","POLO DE APOIO PRESENCIAL DE UMUARAMA","Rua I, ","20-47","Jardim São Fernandes","87508176","","AA"
"746","União","PI","-4.61457160","-42.82478770","UNIAO - SAO SEBASTIAO","UNIDADE ESCOLAR FENELON CASTELO BRANCO","Rua José Moita","s/nº","São Sebastião","64120000","","AA"
"747","Uruaçu","GO","-14.39456410","-49.08171240","URUACU - CENTRO","POLO DE APOIO PRESENCIAL UAB DE URUACU - GO","Rua Coronel Aristides Ribeiro Freitas","s/n","Centro","76400000","Q. 09 lotes 22-28","AA"
"748","Urucuia","MG","-16.04549320","-45.52519820","URUCUIA -  CENTRO","POLO UAB DE URUCUIA","Rodovia MG 202 Km 120","S/N"," Centro","39315000","Referência Vila Olímpica","AA"
"750","Valença","BA","-13.37301550","-39.19597290","VALENCA - URBIS","POLO UAB - VALENCA (FABS - FACULDADE ABERTA DO BAIXO SUL)","Caminho 08, rua A","1","Urbis","45400000","Colégio Estadual Jõao Cardoso dos Santos","NA"
"751","Valença do Piauí","PI","-6.37838470","-41.80044090","VALENCA DO PIAUI - CENTRO","POLO DE APOIO PRESENCIAL DE VALENCA","Avenida 15 de Novembro","S/N","Centro","64300000","","AA"
"753","Venda Nova do Imigrante","ES","-20.37781260","-41.14013490","VENDA NOVA DO IMIGRANTE - CENTRO","POLO MUNICIPAL  DE APOIO PRESENCIAL DA UAB-2","Avenida Evandi Américo Comarela","385","Centro","29375000","3º Piso Andar da Prefeitura Municipal VNI","AA"
"757","Vila Flores","RS","16.91812510","-89.89260650","VILA FLORES - CENTRO","POLO VILA FLORES","Rua Armando Criveletto","146","Centro","95334970","","AA"
"762","Vitória da Conquista","BA","38.40797160","-4.50186890","VITORIA DA CONQUISTA - RECREIO","POLO UAB VITORIA DA CONQUISTA","Rua Sifredo Pedral Sampaio ","s/n","Recreio","45020190","Antiga Escola Maria Viana - Antiga Rua 10 de Novembro","AA"
"764","Votorantim","SP","-23.54166040","-47.44518980","VOTORANTIM - CENTRO","POLO DE APOIO PRESENCIAL UAB VOTORANTIM","Avenida Vereador Newton Vieira Soares","291","Centro","18110013","","AA"
"765","Votuporanga","SP","-20.43323440","-49.97156680","VOTUPORANGA - VILA MUNIZ","POLO MUNICIPAL DE VOTUPORANGA - UAB","Rua Pernambuco","1736","Vila Muniz","15501095","","AA"
"767","Braço do Norte","SC","-28.23031850","-49.14236660","BRACO DO NORTE - VILA NOVA","BRACO DO NORTE","Rua João Bloemer Filho","233","Vila Nova","88750000","Anexo a Escola Municipal Pedro Marcolino Guesser","AA"
"768","Buritizeiro","MG","-17.18851870","-45.14945050","BURITIZEIRO - JARDIM DOS BURITIS","BURITIZEIRO","Rua Vinte","101","Jardim dos Buritis","39280000","","AA"
"780","São Luís","MA","-2.50451110","-44.29615360","SAO LUIS - JARDIM RENASCENCA","POLO SAO LUIS","Rua das Andirobas","26","Jardim Renascença","65075040","","AA"
"784","Colíder","MT","-10.67456640","-55.40286800","COLIDER - SANTA CLARA","CENTRO DE APOIO DE COLIDER PRO-LICENCIATURA I","Avenida Daury Riva","962","Santa Clara","78500000","Setor Norte","AA"
"787","Afrânio","PE","-8.64396080","-40.99905970","AFRANIO - CENTRO","POLO DE AFRANIO","Av.Dom Malan, ao lado da BR 407","s/n","Centro","56360000","","AA"
"789","Praia Grande","SC","-29.19740720","-49.99823600","PRAIA GRANDE - CENTRO","POLO DE PRAIA GRANDE","Rua Alberto Santos","652","Centro","88990000","Esquina com Rua Geni de Souza","AA"
"792","Criciúma","SC","-28.68321930","-49.36501450","CRICIUMA - COMERCIARIO","POLO UAB DE CRICIUMA","Rua da República","67","Comerciário","88802420","Colégio Estadual Sebastião Toledo dos Santos - Ala nova","AA"
"793","Joinville","SC","-26.29885730","-48.84519430","JOINVILLE - CENTRO","POLO UAB DE JOINVILLE","Rua Luiz Niemeyer","54","Centro","89201060","8º andar","AA"
"794","Tubarão","SC","-28.46813850","-49.02517040","TUBARAO - HUMAITA DE CIMA","POLO UAB DE TUBARAO","Rua Manoel Miguel Bittenourt","589","Humaitá de Cima","88708050","","AA"
"796","Avelino Lopes","PI","-10.15477090","-43.90551550","AVELINO LOPES - CENTRO","POLO DE APOIO PRESENCIAL DA UAB/PI DE AVELINO LOPES - PIAUI","Praça Nossa Senhora das Mercês","","Centro","64965000","","NA"
"797","Jaicós","PI","-7.37589650","-41.24068720","JAICOS - CENTRO","POLO DE APOIO PRESENCIAL DA UAB/PI DE JAICOS - PIAUI","Rua Deputado Constâncio Carvalho","","Centro","64575000","","AA"
"798","Pio IX","PI","-6.78769350","-40.71585700","PIO IX - CENTRO","POLO DE APOIO PRESENCIAL DA UAB/PI DE PIO IX - PIAUI","Rua Alencar Aripe","S/N","Centro","64660000","","AA"
"799","Redenção do Gurguéia","PI","-9.54976660","-44.47480180","REDENCAO DO GURGUEIA - SANTO ANTONIO","REDENCAO DO NOGUEIRA","RUA FRANCISCO NOGUEIRA","S/N","SANTO ANTONIO","64915000","","FR"
"805","Campo Alegre de Lourdes","BA","-9.60612210","-43.25215070","CAMPO ALEGRE DE LOURDES - CENTRO","POLO UAB CAMPO ALEGRE DE LOURDES","Rua Castro Alves","","Centro","47220000","","AA"
"808","Macaúbas","BA","-13.23080590","-42.78575830","MACAUBAS - ALTO ALEXANDRINO","POLO UAB MACAUBAS","Rua Veredinha","","Alto Alexandrino","46500000","","AA"
"811","Teixeira de Freitas","BA","-17.53422500","-39.72169190","TEIXEIRA DE FREITAS - SAO JOSE","POLO UAB TEIXEIRA DE FREITAS","Praça Joana Angélica","250","São José","45996115","","AA"
"813","Juazeiro","BA","-9.41773260","-40.49272650","JUAZEIRO - SAO GERALDO","POLO UAB JUAZEIRO","Agostinho Muniz","1010","São Geraldo","48905740","A","AA"
"816","Pintadas","BA","-11.89337100","-39.94015500","PINTADAS - CENTRO","POLO UAB PINTADAS","Dom Mathias Schimt","s/n","Centro","44610000","Escola Municipal Zilda Dias da Silva","AA"
"819","Maceió","AL","-9.66605720","-35.73015510","MACEIO - POCO","INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DE ALAGOAS -CAMPUS MACEIO","Rua Mizael Domingues","75","Poço","57020600","Campos do IFAL","AA"
"820","Arapiraca","AL","-9.75555960","-36.66396970","ARAPIRACA - BOM SUCESSO","CAMPUS ARAPIRACA","Av. Manoel Severino Barbosa","s/n","Bom Sucesso","57309005","(RODOVIA AL-115)","AA"
"821","Oiapoque","AP","3.07378710","-51.85227300","OIAPOQUE - CENTRO","POLO INTERCAMBIO DA UNIVERSIDADE ABERTA DO BRASIL","Rua Lélio Silva ","719","Centro","68980000","","AA"
"825","Macau","RN","-5.19425740","-36.47971260","MACAU - PORTO DE SAO PEDRO","POLO UAB DE MACAU","RUA PADRE JOÃO CLEMENTE","S/N","PORTO DE SÃO PEDRO","59500000","","AA"
"826","Nova Cruz","RN","-6.44723910","-35.41243550","NOVA CRUZ - NOVA CRUZ","POLO UAB NOVA CRUZ","Rua Assis Chateaubriand","s/n","Nova Cruz","59215000","Campus Universitário da UFRN","FR"
"829","Currais Novos","RN","-6.23821800","-36.47971260","CURRAIS NOVOS - CURRAIS NOVOS","POLO DE ENSINO A DISTâNCIA DE CURRAIS NOVOS","CERES - Campus de Currais Novos - Sitio Tororó","","Currais Novos","59380000","","AA"
"830","Caicó","RN","-6.46964390","-37.08295930","CAICO - PENEDO","POLO UAB CAICO","Rua José Evaristo","S/N","Penedo","59300000","CERES- Centro de Ensino Superior de Seridó","AA"
"833","Pedro Afonso","TO","-9.23908430","-48.00102820","PEDRO AFONSO - SETOR BELA VISTA 1","POLO DE EDUCACAO A DISTANCIA DE PEDRO AFONSO","RUA 05 SETOR BELA VISTA 01","","SETOR BELA VISTA 1","77710000","RUA SOUSA AGUIAR","AA"
"834","Guaraí","TO","-8.74933750","-48.47872580","GUARAI - SETOR VANDERLITO","POLO DE EDUCACAO A DISTANCIA DE GUARAI","AVENIDA TOCANTINS","3113","Setor Vanderlito","77700000","","AA"
"835","João Pessoa","PB","-7.12310250","-34.87417620","JOAO PESSOA - CENTRO","POLO DE APOIO PRESENCIAL UAB-UEPB CAMPUS V-JOAO PESSOA","Av. Coremas","332","Centro","58013430","","AA"
"836","Campina Grande","PB","-7.22907520","-35.88083370","CAMPINA GRANDE - BAIRRO UNIVERSISTARIO","POLO DE APOIO PRESENCIAL UAB-UEPB CAMPINA GRANDE","Rua Joaquim Pereira do Santos","185","Bairro universistário","58429560","","AA"
"837","Ivaiporã","PR","-24.26845060","-51.62022010","IVAIPORA - CENTRO","POLO UAB DE IVAIPORA","Praça Milton Pirolo ","385","centro","86870000","prédio","AA"
"848","Diamante do Norte","PR","-22.65064580","-52.89558750","DIAMANTE DO NORTE - CRN UEM","POLO UAB DE DIAMANTE DO NORTE","Rodovia PR 182","","CRN UEM","87990000","Km 01, caixa postal 13","AA"
"850","Manaus","AM","-3.12005010","-60.00586920","MANAUS - CACHOEIRINHA","POLO UAB CEPAN","Avenida Carvalho Leal","1777","Cachoeirinha","69065001","Escola Superior de Ciência da Saúde","AA"
"852","Céu Azul","PR","-25.14665980","-53.84664400","CEU AZUL - CENTRO","POLO UAB DE CEU  AZUL","Rua Professor Daniel Muraro","958","Centro","85844000","","AA"
"853","São Mateus do Sul","PR","-25.92436590","-50.47217360","SAO MATEUS DO SUL - CENTRO","POLO UAB DE SãO MATEUS DO SUL","Av: Ozy Mendonça de Lima","255","Centro","83900000","","FR"
"854","Prudentópolis","PR","-25.10231120","-51.13763170","PRUDENTOPOLIS - BARRO PRETO","POLO UAB UNIVERSIDADE ESTADUAL DO CENTRO-OESTE-UNICENTRO","Av São João","692","Barro Preto","84400000","","AA"
"855","Dois Vizinhos","PR","-25.77173530","-53.08889430","DOIS VIZINHOS - CENTRO","POLO UAB SECRETARIA MUNICIPAL DE EDUCACAO","Rua Dedi Barichelo Montagner","","Centro","85660000","","FR"
"856","Laguna","SC","-28.48760620","-48.83974030","LAGUNA - PORTINHO","POLO UAB LAGUNA","Rua Vereador Rui Medeiros","","Portinho","88790000","","AA"
"857","Alvorada","TO","-12.43018570","-49.12214140","ALVORADA - CENTRO","POLO DE EDUCAçãO A  DISTâNCIA DE ALVORADA","Avenida Peixe ","7","Centro","77480000","Jorge Figueiras","AA"
"858","Reserva","PR","-24.67908710","-50.92892460","RESERVA - CENTRO","POLO UAB DE RESERVA","ARI BORBA CARNEIRO","927","CENTRO","84320000","","AA"
"859","Penedo","AL","-10.24426400","-36.47971260","PENEDO - CONSTATINO ","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE ALAGOAS - CAMPUS PENEDO ","Rodovia Engenheiro Joaquim Gonçalves","2300","Constatino ","57200000","","FR"
"860","Araguaína","TO","-7.19277330","-48.20482700","ARAGUAINA - BAIRRO DA CIMBA","POLO UAB DE ARAGUAINA","RUA PARAGUAI ESQ RUA UXIRAMES S/N","S/S","CIMBA","77814970","","AA"
"861","Niterói","RJ","-22.87998820","-43.10432270","NITEROI - FONSECA","POLO UAB - NITEROI","Rua Soares Miranda","77","Fonseca","24130030","quinto andar","AA"
"862","Barra do Piraí","RJ","-22.46290680","-43.81557870","BARRA DO PIRAI - QUIMICA","POLO UAB - BARRA DO PIRAI","Doutor Luís Alves Pereira","70","Química","27130140","","AA"
"863","Belford Roxo","RJ","-22.71197960","-43.34446170","BELFORD ROXO - PARQUE COLONIAL (JARDIM DO IPE- LOTE XV)","POLO UAB - BELFORD ROXO","Rua Isituba","s/n","Parque Colonial (Jardim do Ipê- Lote XV)","26180100","","AA"
"868","Taguatinga","TO","-12.38492910","-46.59333820","TAGUATINGA - SETOR NORTE","POLO DE EDUCACAO A DISTANCIA DE TAGUATINGA","Rua 11Qd 32 L 01","","Setor norte","77320000","","AA"
"869","São Cristóvão","SE","-10.96667390","-37.25440650","SAO CRISTOVAO - ROZA ELZE","POLO DE APOIO PRESENCIAL DA UAB/UFS - SAO CRISTOVAO","Av Marechal Rondon","s/n","Roza Elze","49100000","Cidade Universitaria Prof. Aloisio Campos","AA"
"872","Ubiratã","PR","-24.52904190","-53.00291690","UBIRATA - JARDIM SAO PAULO","POLO DE UBIRATA","Prolongamento da Avenida Yolanda Loureiro de Carvalho","1820","Jardim São Paulo","85440000","Prédio compartilhado com a Escola Municipal Professora Lucinéia Ricardo Braciforte.","FR"
"876","Campos Novos","SC","-27.43693940","-51.22130440","CAMPOS NOVOS - CENTRO","CAMPOS NOVOS ","RUA CORONEL PEDRO CARLOS","803","Centro","89620000","","AA"
"877","Caçador","SC","-26.74743620","-51.05406740","CACADOR - CENTRO","CACADOR","Rua Nereu Ramos","273","Centro","89500000","EEB Paulo Schieffer","AA"
"878","Carpina","PE","-7.84414280","-35.26362250","CARPINA - SAO JOSE","ESCOLA JOSE DE LIMA JUNIOR ","Av. Agamenon Magalhães","s/n","São José","55815060","Térreo","AA"
"879","Petrolina","PE","-9.38575910","-40.48916290","PETROLINA - VILA EDUARDO","NUCLEO DE TECNOLOGIA EDUCACIONAL  DE PETROLINA ","Monsenhor Ângelo Sampaio","Sn","Vila Eduarda","56300000","GRE - gerência regional de educação","AA"
"880","Palmares","PE","-8.64649080","-35.63141910","PALMARES - CENTRO","NUCLEO DE TECNOLOGIA EDUCACIONAL DE PALMARES","Av. José Américo de Miranda","s/n","Centro","55540000","","AA"
"881","Floresta","PE","-8.59393220","-38.23220280","FLORESTA - CENTRO","NUCLEO DE TECNOLOGIA EDUCACIONAL - NTE ","Av. Dep. Audomare Ferraz","65","Centro","56400000","Centro","AA"
"884","Ponte Serrada","SC","-26.85738940","-51.89455050","PONTE SERRADA - BERTE","PONTE SERRADA","RUA JULIO COLETTI","s/n","Berté","89683000","","AA"
"888","Jussara","GO","-15.45417620","-51.43095820","JUSSARA - SAO FRANCISCO","POLO DE APOIO PRESENCIAL EM JUSSARA","Rua W3 Esquina Almirante Barroso","s/n","São Francisco","76270000","Ao lado da Escola Estadual Colégio Dom Bosco","AA"
"891","Santa Cruz do Capibaribe","PE","-7.89829260","-36.30645950","SANTA CRUZ DO CAPIBARIBE - CENTRO","ESCOLA PADRE ZUZINHA","Avenida 29 de Dezembro","258","Centro","55190000","","AA"
"892","Salgueiro","PE","-8.21142500","-39.07107540","SALGUEIRO - NOSSA SENHORA DAS GRACAS","NTE  SALGUEIRO","Travessa Lourival Sampaio","395","Nossa Senhora das Graças","56000000","","AA"
"893","Aguas Belas","PE","-9.12885770","-37.08295930","AGUAS BELAS - CENTRO","ESCOLA  JOAO RODRIGUES CARDOSO","Av. Cel. Alfredo Duarte","S/N","Centro","55340000","","AA"
"894","Cabrobó","PE","-8.45576800","-39.40358760","CABROBO - CENTRO","ESCOLA SENADOR PAULO GUERRA","Rua: Dona Brígida de Alencar","S/N","Centro","56180000","","AA"
"896","Gravatá","PE","-8.19917750","-35.56734960","GRAVATA - CENTRO","ESCOLA  PROFESSOR ANTONIO FARIAS","RUA QUINTINO BOCAIUVA. ","S/N","CENTRO","55640000","","NA"
"907","Ouricuri","PE","-7.93786950","-40.22712430","OURICURI - ZONA URBANA","POLO DE APOIO PRESENCIAL EAD - OURICURI-PE","ESTRADA VICINAL AÇUDE  DO TAMBORIL","S/N","ZONA URBANA","56200000","","AA"
"909","Ubá","MG","-21.10501130","-42.96115710","UBA - TRIANGULO","POLO DE APOIO PRESENCIAL DA UAB DE UBA-MG","Av. Olegário Maciel","","Triangulo","36500000","","AA"
"918","Bom Despacho","MG","-19.64993190","-45.22435780","BOM DESPACHO - ANA ROSA","POLO DO CENTRO OESTE DA UAB","Avenida Ana Rosa","1555","Ana Rosa","35600000","","AA"
"919","Passos","MG","-20.71596920","-46.62159000","PASSOS - PENHA","ESCOLA MUNICIPAL PROFESSSORA AMELIA JABACE","Travessa 18 de setembro","155","Penha","37903048","Escola Municipal Professora Amélia Jabace","AA"
"921","Aguas Formosas","MG","-17.03446170","-40.99905970","AGUAS FORMOSAS - CENTRO","POLO UAB DE APOIO PRESENCIAL DE AGUAS FORMOSAS","Travessia São Pedro","185","Centro","39880000","","AA"
"923","Caratinga","MG","-19.78100600","-42.13997870","CARATINGA - DARIO GROSSI","POLO UAB DE APOIO PRESENCIAL DE CARATINGA","Maria Alice de Paula","300","Dário Grossi","35304430","","AA"
"924","Cataguases","MG","-21.41172380","-42.68219160","CATAGUASES - SANTA CLARA","POLO UAB DE APOIO PRESENCIAL DE CATAGUASES","Av. das Indústrias","450","Santa Clara","36771396","1 andar, sala 17","AA"
"925","Nanuque","MG","-17.79055380","-40.43125840","NANUQUE - ROMILDA RUAS","POLO UAB DE APOIO PRESENCIAL DE NANUQUE","Rua Governador Valadares","529","Romilda Ruas","39860000","","AA"
"926","Padre Paraíso","MG","-17.04901080","-41.56124230","PADRE PARAISO - CORONEL OLINTO VIEIRA","POLO UAB DE APOIO PRESENCIAL DE PADRE PARAISO","Rua do Clube","S/N","Coronel Olinto Vieira","39818000","","AA"
"935","Minas Novas","MG","-17.31040250","-42.47245780","MINAS NOVAS - SANTA RITA","POLO UAB DE APOIO PRESENCIAL DE MINAS NOVAS ","RUA TRES","50","SANTA RITA","39650000","","AA"
"938","Varginha","MG","-21.56482930","-45.44254040","VARGINHA - VILA BUENO","POLO UAB DE APOIO PRESENCIAL DE VARGINHA","Rua Esmeralda","102","Vila Bueno","37006580","Escola Marista Social Campanha","AA"
"939","Barão de Cocais","MG","-19.87418840","-43.50298840","BARAO DE COCAIS - CIDADE NOVA","POLO UAB DE APOIO PRESENCIAL DE BARAO DE COCAIS","Avenida 1, Rua 4","262","CIDADE NOVA","35970000","","AA"
"944","Diamantina","MG","-18.17599010","-43.71424840","DIAMANTINA - CENTRO","POLO DE APOIO PRESENCIAL DE EDUCACAO A DISTANCIA DE DIAMANTINA-MG","Rua da Gloria ","469","Centro","39100000","","FR"
"945","Frutal","MG","-19.99811660","-48.96059720","FRUTAL - UNIVERSITARIO","POLO UAB - FRUTAL (FRUTAL/MG)","Av Professor Mario Palmério","1001","Universitário","38200000","Bloco B","AA"
"946","Ituiutaba","MG","-18.97616960","-49.45890680","ITUIUTABA - CENTRO","POLO ITUIUTABA","Rua 26","425","Centro","38300080","","AA"
"948","Taiobeiras","MG","-15.77030210","-41.99897180","TAIOBEIRAS - NOSSA SENHORA DE FATIMA","POLO UAB TAIOBEIRAS","Av. Nossa Senhora de Fátima","530","Nossa Senhora de Fátima","39550000","Escola Municipal João da Cruz Santos","AA"
"949","Turmalina","MG","-17.25601800","-42.82478770","TURMALINA - VILA NOVA","POLO UAB - ESCOLA FAMÍLIA AGROINDUSTRIAL DE TURMALINA - EFAT","Rua Agenor Godinho","s/n","Vila Nova","39660000","","AA"
"950","Montes Claros","MG","-16.69513740","-43.84379370","MONTES CLAROS - JK","POLO DE APOIO PRESENCIAL UAB DE MONTES CLAROS","Rua República do Uruguai","66","JK","39404021","","AA"
"953","Palmeira dos Índios","AL","-9.40847490","-36.62395870","PALMEIRA DOS INDIOS - PALMEIRA DE FORA","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE ALAGOAS - CAMPUS PALMEIRA DOS INDIOS","Av. Alagoas","s/n","Palmeira de Fora","57602010","","AA"
"955","Acaraú","CE","-2.95850160","-40.10430570","ACARAU - CENTRO","POLO DE ACARAU","Av. João Jaime Ferreira Gomes Filho","547","Centro","62580000","","NA"
"965","Cáceres","MT","-16.57905060","-57.82539500","CACERES - MARACANAZINHO","POLO DE CACERES","Rua das Saracuras","S/N","Maracanãzinho","78200000","","AA"
"975","São Gonçalo do Amarante","RN","-5.77611570","-35.36856790","SAO GONCALO DO AMARANTE - CONJUNTO AMARANTE","POLO DE SAO GONCALO DO AMARANTE","Rua Cajupiranga ","55","Conjunto Amarante","59290000","","AA"
"978","Anísio de Abreu","PI","-9.20902340","-43.03891910","ANISIO DE ABREU - CENTRO","POLO DE ANISIO DE ABREU","Rua Manoel Ribeiro","s/n","Centro","64780000","","AA"
"979","Barras","PI","-4.20955790","-42.35448310","BARRAS - CENTRO","POLO DE BARRAS","Rua Fenelon  Cstelo Branco ","s/n","Centro","64100000","","AA"
"983","Luís Correia","PI","-3.14711800","-41.40119600","LUIS CORREIA - CENTRO","POLO DE LUIS CORREIA","Rua Afonso Serra ","605","Centro","64220000","","AA"
"984","Paes Landim","PI","-7.79702410","-42.27568610","PAES LANDIM - CENTRO","POLO DE PAES LANDIM","Rua 13 de Maio","s/n","Centro","64710000","","AA"
"987","Regeneração","PI","-6.34434400","-42.47245780","REGENERACAO - CENTRO","POLO DE REGENERACAO","Rua Gonçalo Nunes","297","Centro","64490000","","AA"
"990","Teresina","PI","-5.08117790","-42.82135520","TERESINA - MATINHA","POLO DE TERESINA","Praça Firmina Sobreira - Rua Rui Barbosa","s/n","Matinha","64002190","","AA"
"997","Água Boa","MT","-13.93989710","-52.44654740","AGUA BOA - TROPICAL","POLO DE AGUA BOA","Rua 01","2301","Tropical","78635000","","AA"
"998","Sapezal","MT","-13.54799050","-58.82038500","SAPEZAL - CENTRO","POLO DE SAPEZAL ","Rua Cascudo esquina com Avenida Dourado","1049","Centro","78365000","","AA"
"999","Sarandi","RS","-27.95420780","-52.89558750","SARANDI - SANTA GEMA","POLO UAB DE SARANDI/RS","avenida Santa Gema","","Santa Gema","99560000","","AA"
"1000","Santa Maria","RS","-29.70942040","-53.71647200","SANTA MARIA - CAMOBI","POLO UAB DE SANTA MARIA/RS","Av. Roraima","1000","Camobi","97105900","Predio 14","AA"
"1003","Palmeira das Missões","RS","-27.95366620","-53.34743040","PALMEIRA DAS MISSOES - VISTA ALEGRE","POLO UAB DE PALMEIRA DAS MISSOES ","Av. Independência ","3751","Vista Alegre","98300000","","AA"
"1004","Redenção","CE","-4.26026520","-38.75776050","REDENCAO - CENTRO","REDENCAO","Avenida da Abolição","3","Centro","62790000","Campus Liberdade","AA"
"1006","São Francisco do Conde","BA","-12.66547450","-38.59003750","SAO FRANCISCO DO CONDE - CENTRO","SAO FRANCISCO DO CONDE ","Av. Juvenal Eugênio de Queiroz","","Centro","43900000","Campus UNILAB SFC","AA"
"1007","Arenápolis","MT","-14.50621580","-56.85360080","ARENAPOLIS - VILA NOVA","POLO ARENAPOLIS","Rua Castelo Branco","","Vila Nova","78420000","","AA"
"1008","Comodoro","MT","-13.21316100","-59.65644940","COMODORO - NOVA VACARIA","POLO COMODORO","Rua José Camilo Laurindo ","353-S","Nova Vacaria","78310000","Centro Municipal de Educação Básica","AA"
"1009","Campo Verde","MT","-15.32388120","-54.87312190","CAMPO VERDE - CENTRO","POLO DE CAMPO VERDE","Av. Brasília","1010","Centro","78840000","","AA"
"1010","Cavalcante","GO","-13.67734910","-47.60616250","CAVALCANTE - CENTRO","POLO UAB EM CAVALCANTE","Rua Guilhermino Magalhães - Quadra 27","228","Centro","73790000","Casa do Aprendiz","AA"
"1012","Delmiro Gouveia","AL","-9.37002250","-38.10544950","DELMIRO GOUVEIA - CIDADE UNIVERSITARIA","POLO UAB EM DELMIRO GOUVEIA","RODOVIA AL 145, KM 03","3849","CIDADE UNIVERSITÁRIA","57480000","","AA"
"1013","Imbé","RS","-29.92710960","-50.11123390","IMBE - CENTRO","POLO UAB EM IMBE","Av. Tramandaí","976","Centro","95625000","","AA"
"1014","Porto Alegre","RS","-30.07539050","-51.13401100","PORTO ALEGRE - AGRONOMIA","POLO UAB EM PORTO ALEGRE","Av. Bento Gonçalves","9500","Agronomia","91509900","Universidade Federal do Rio Grande do Sul - Campus do Vale","AA"
"1018","São Paulo","SP","-23.59076740","-46.77331810","SAO PAULO - JARDIM ESMERALDA","CEU BUTANTA","Avenida Engenheiro Heitor Antônio Eiras Garcia","1870","JARDIM ESMERALDA","5588001","","AA"
"1020","São Paulo","SP","-23.62175440","-46.58404490","SAO PAULO - SAO JOAO CLIMACO","CEU MENINOS","Barbinos","","São João Clímaco","4240110","","AA"
"1021","São Paulo","SP","-23.48212440","-46.75902210","SAO PAULO - JARAGUA","CEU VILA ATLANTICA","Coronel José Venâncio Dias","","Jaraguá","5160030","","AA"
"1022","São Paulo","SP","-23.43499050","-46.75129620","SAO PAULO - JARDIM SANTA LUCRECIA","CEU PERA MARMELO","Pêra-Marmelo","226","Jardim Santa Lucrécia","5185420","","AA"
"1023","São Paulo","SP","-23.46068000","-46.58316910","SAO PAULO - JARDIM GUAPIRA","CEU JACANA","Antônio César Neto","105","Jardim Guapira","2274100","","AA"
"1024","São Paulo","SP","-23.70893520","-46.63975500","SAO PAULO - BALNEARIO SAO FRANCISCO","CEU ALVARENGA","do Alvarenga","","Balneário São Francisco","4474340","- de 2701/2702 ao fim","AA"
"1025","São Paulo","SP","-23.62156820","-46.50118270","SAO PAULO - JARDIM SAO ROBERTO","CEU ROSA DA CHINA","Clara Petrela","","Jardim São Roberto","3978500","","AA"
"1026","São Paulo","SP","-23.45913140","-46.70812870","SAO PAULO - JARDIM PAULISTANO (ZONA NORTE)","CEU JARDIM PAULISTANO","Aparecida do Taboado","","Jardim Paulistano (Zona Norte)","2814000","","AA"
"1027","São Paulo","SP","-23.50105380","-46.49797390","SAO PAULO - CANGAIBA","CEU QUINTA DO SOL","Luiz Imparato","","Cangaíba","3819160","","AA"
"1028","São Paulo","SP","-23.55176550","-46.52059610","SAO PAULO - VILA ARICANDUVA","CEU ARICANDUVA","Aricanduva","","Vila Aricanduva","3527000","Err:509","AA"
"1029","São Paulo","SP","-23.70016250","-46.69673560","SAO PAULO - INTERLAGOS","CEU CIDADE DUTRA","Interlagos","7350","Interlagos","4777000","- de 4502 ao fim - lado par","AA"
