"id","cidade","uf","lat","lng","nome_polo","nome_fantasia","logradouro","numero","bairro","cep","complemento","conceito"
"251","Santo Antônio da Patrulha","RS","-29.88219360","-50.55497190","SANTO ANTONIO DA PATRULHA - CIDADE ALTA","POLO UNIVERSITARIO SANTO ANTONIO - SANTO ANTONIO DA PATRULHA - UAB"," RUA BARÃO DO CAHY","125","CIDADE ALTA","95500000"," Em Frente ao Correio","AA"
"252","São Francisco de Paula","RS","-29.15533490","-50.59641240","SAO FRANCISCO DE PAULA - CENTRO","CAEDSFP - CENTRO DE APOIO PARA A EDUCACAO A DISTANCIA DE SAO FRANCISCO DE PAULA - UAB","Rua Manoel Vicente Ferreira","329","Centro","95400000","Prédio do Banco do Brasil","AA"
"253","São João do Polêsine","RS","-29.65552550","-53.48784650","SAO JOAO DO POLESINE - CENTRO","POLO DE APOIO PRESENCIAL UAB DE SAO JOAO DO POLESINE","Avenida São João do Polêsine","1532","centro","97230000","","AA"
"254","São José do Norte","RS","-31.74243740","-51.57811510","SAO JOSE DO NORTE - GUARIDA","POLO UNIVERSITARIO DE SAO JOSE DO NORTE - UAB","fernando duprat","700","guarida","96225000","","AA"
"255","São Lourenço do Sul","RS","-31.22102600","-52.14876910","SAO LOURENCO DO SUL - AVENIDA","PAED - POLO DE APOIO AO ENSINO A DISTANCIA - SAO LOURENCO DO SUL - UAB","Av. Coronel Nonô Centeno","933","Avenida","96170000","","AA"
"256","Seberi","RS","-27.49587400","-53.36901580","SEBERI - CENTRO","UNIVERSIDADE ABERTA DO BRASIL - POLO DE APOIO PRESENCIAL - SEBERI","Travessa Conde de Porto alegre ","65","Centro","98380000","","FR"
"257","Sobradinho","RS","-29.39722020","-53.02440180","SOBRADINHO - VERA CRUZ","POLO REGIONAL DE ENSINO SUPERIOR A DISTANCIA DE SOBRADINHO - UAB","Rua Honório Luiz Guerreiro","270","VERA CRUZ","96900000"," -","AA"
"258","Tapejara","RS","-28.06892700","-52.00035990","TAPEJARA - ZONA RURAL","NUCLEO DE TECNOLOGIA EDUCACIONAL DE TAPEJARA","Linha Girardi, Km 03 ","s/n","Zona Rural","99950000","PERIMETRAL ","AA"
"259","Tio Hugo","RS","-28.57380810","-52.60659390","TIO HUGO - DO LORO","NUCLEO DE TECNOLOGIA EDUCACIONAL DE TIO HUGO - UAB","Rua Lourenço Gaspar da Silva","sn","Do Loro","99345000","Anexo a Escola Municipal Reinaldo Born","AA"
"260","Três de Maio","RS","-27.75606370","-54.30300160","TRES DE MAIO - GLORIA","POLO UNIVERSITARIO FEDERAL DE TRES DE MAIO","RUA PLANALTO","1600","GLÓRIA","98910000"," ","AA"
"261","Três Passos","RS","-27.42233500","-53.93240480","TRES PASSOS - ERICO VERISSIMO","POLO UAB - POLO UNIVERSITARIO FEDERAL DE TRES PASSOS","Cipriano Barata","239","Érico Veríssimo","98600000","","AA"
"262","Treze Tílias","SC","-26.97553010","-51.45196050","TREZE TILIAS - CENTRO","POLO UAB VERDES VALES DE TREZE TILIAS","RUA OSCAR VON HEBRENBRUCH","79","CENTRO","89650000","S/Nº","AA"
"263","Videira","SC","-27.02581670","-51.11673050","VIDEIRA - MATRIZ","POLO DA UNIVERSIDADE ABERTA DO BRASIL - VIDEIRA","RUA CAMPOS NOVOS","135","MATRIZ","89560000"," Anexo a Biblioteca Pública Municipal","AA"
"264","Arauá","SE","-11.27800520","-37.57476470","ARAUA - CENTRO","POLO DA UAB JOALDO COSTA CARVALHO - ARAUA","RUA JOSÉ DIAS FILHO","","CENTRO","49220000"," CONJUNTO ALZIRA COSTA","AA"
"266","Brejo Grande","SE","-10.49181950","-36.45807750","BREJO GRANDE - CENTRO","POLO FOZ DO SAO FRANCISCO-  B. GRANDE/ SE","Rua Dr. Eneas Fereira","510","centro","49995000","","FR"
"267","Estância","SE","-11.24341800","-37.42544440","ESTANCIA - CENTRO","POLO SENADOR JULIO CESAR LEITE","PÇA. JACKSON DE FIGUEIREDO","75","CENTRO","49200000","","AA"
"268","Japaratuba","SE","-10.56296090","-36.91110570","JAPARATUBA - CENTRO","POLO UAB - JAPARATUBA","AVENIDA RIO DE JANEIRO-ANEXO ESTADIO TOZÃO","","CENTRO","49960000"," ","AA"
"269","Laranjeiras","SE","-10.80645360","-37.19016160","LARANJEIRAS - CENTRO","POLO UAB - LARANJEIRAS","CAIC Cel. José Sizinho da Rocha","S/N","Centro","49170000","Av. Edvaldo Xavier Almeida Conjunto Manuel do Prado Franco","NA"
"270","Poço Verde","SE","-10.83230270","-38.18997820","POCO VERDE - CENTRO","POLO UAB - POCO VERDE","Rua José Rodrigues de Melo","124","CENTRO","49490000","","AA"
"271","Porto da Folha","SE","35.03499140","136.75994050","PORTO DA FOLHA - CENTRO","POLO UAB - PORTO DA FOLHA","Praça Manoel Messias de Freitas","S/N","Centro","4980000","","AA"
"272","São Domingos","SE","-10.77901860","-37.58541840","SAO DOMINGOS - CENTRO","POLO UAB - SAO DOMINGOS","AV. JOSÉ FREIRE DE LIMA","610","CENTRO","49525000"," AV.José Freire de Lima","AA"
"273","Apiaí","SP","-24.44717020","-48.83974030","APIAI - JARDIM PARAISO","POLO DE APOIO PRESENCIAL DA UAB EM APIAI","RUA TENENTE MARTINS","480","JARDIM PARAÍSO","18320000"," ","FR"
"274","Bálsamo","SP","-20.69009570","-49.54836710","BALSAMO - CENTRO","POLO UAB - BALSAMO","RUA AURORA SOARES GERALDES - 419","419","CENTRO","15140000"," ","AA"
"275","Barretos","SP","-20.53443680","-48.57293400","BARRETOS - DERBYCLUB","POLO UAB - BARRETOS","RUA  21 DE ABRIL","240","DERBYCLUB","14787240"," ","AA"
"276","Guarulhos","SP","-23.46021230","-46.49729170","GUARULHOS - MACEDO","CENTRO MUNICIPAL DE EDUCACAO ADAMASTOR - CME","Monteiro Lobato","734","Macedo","7112000","- até 1589/1590","AA"
"277","Igarapava","SP","-20.07067030","-47.66520510","IGARAPAVA - VILA GOMES","POLO UNIVERSITARIO ABERTO MUNICIPAL DE IGARAPAVA - UAB","RUA AZARIAS ARANTES ","","VILA GOMES","14540000","","AA"
"278","Itapecerica da Serra","SP","-23.71548520","-46.85087210","ITAPECERICA DA SERRA - CENTRO","COMPLEXO EDUCACIONAL PREFEITO ARY PEREIRA DE MORAES","Rua São João, 47","47","Centro","6850060","","AA"
"279","Itapetininga","SP","-23.58909500","-48.04878460","ITAPETININGA - TABOAOZINHO","POLO CHOPIN TAVARES DE LIMA","AV. DR. CyRO ALBUQUERQUE","4750","TABOÃOZINHO","18213615"," ","AA"
"280","Itapevi","SP","-23.55173120","-46.94129090","ITAPEVI - COHAB/SETOR B","POLO UAB - ITAPEVI","AV Pedro Paulino","74","COHAB/SETOR B","6663000","COHAB","AA"
"281","Jales","SP","-20.24555200","-50.55723840","JALES - COHAB JACB II","POLO REGIONAL DE JALES - UAB","AV. BRASÍLIA","934","COHAB JACB II","15707638"," ","AA"
"282","Jandira","SP","-23.54173100","-46.90855720","JANDIRA - JARDIM EUROPA","POLO UAB - JANDIRA","RUA FRANCISCO ARAUJO CHAVES  ","120","JARDIM EUROPA","6626020"," ","AA"
"283","Osasco","SP","-23.52935950","-46.78446950","OSASCO - CENTRO","POLO UAB - CHIQUINHA GONZAGA - OSASCO","Marechal Rondon","263","Centro","6093020","- até 359 - lado ímpar","AA"
"284","São Carlos","SP","-22.01336420","-47.89687290","SAO CARLOS - VILA NERY","POLO DE APOIO PRESENCIAL DE SAO CARLOS - UAB","Rua São Sebastião","2828","Vila Nery","13560230","Campus Rui Barbosa - FESC","AA"
"287","Tarumã","SP","-22.77429800","-50.61714290","TARUMA - CENTRO","POLO MUNICIPAL DE APOIO PRESENCIAL DE TARUMA -","Rua Girassol ","201","Centro","19820000"," Em frente a Câmara Municipal de Educação de Tarumã","AA"
"288","Ananás","TO","-6.27541000","-48.15979460","ANANAS - CENTRO","POLO UAB - ANANAS","Praça da Bandeira/Rua João Batista","s/n","Centro","77890000","Escola Municipal João Dias Borges","AA"
"289","Nova Olinda","TO","-7.63114910","-48.31902760","NOVA OLINDA - CENTRO","POLO DE APOIO PRESENCIAL","Avenida Bernado Sayão, Quadra 162","22636","Centro","77790000","Setor Central - as margens da BR 153","AA"
"290","Palmas","TO","-10.24909100","-48.32428580","PALMAS - PLANO DIRETOR NORTE","POLO DE EAD EM PALMAS","QUADRA 206 NORTE, AVENIDA LO 04","4","PLANO DIRETOR NORTE","77006244","","AA"
"294","Alegre","ES","-20.68694060","-41.48127710","ALEGRE - CENTRO","POLO DE ALEGRE","Alto Universitário","S/N","Centro","29500000","","AA"
"296","Almenara","MG","-16.09713660","-40.75640020","ALMENARA - CENTRO","POLO ALMENARA","Rua Avelino Nascimento","13","Centro","39900000","","AA"
"299","Alto Araguaia","MT","-17.46406110","-53.47703590","ALTO ARAGUAIA - CENTRO","POLO DE ALTO ARAGUAIA","Rua Rio Branco","391","Centro","78780000","","AA"
"302","Amargosa","BA","-13.04798930","-39.63116880","AMARGOSA - CENTRO","POLO UAB - AMARGOSA","Rua Gilda Ferreira","307","Centro","45300000","","AA"
"303","Anápolis","GO","-16.33556130","-48.94525660","ANAPOLIS - JUNDIAI","POLO ANAPOLIS","Avenida São Francisco","880","Jundiaí","75110810","Centro de Referencia e For. dos Profissionais da Educação","AA"
"304","Anapurus","MA","-3.47956620","-43.21344840","ANAPURUS - AEROPORTO","POLO DE APOIO PRESENCIAL UAB DONA NERCI ALVES MONTELES ANAPURUS-MA.","Rua Maria Pires Leite","s/n","Aeroporto","65525000","Complexo Educacional Dona Nerci Alves Monteles","AA"
"305","Apucarana","PR","-23.55213760","-51.46042340","APUCARANA - CENTRO","POLO DE APOIO PRESENCIAL DE APUCARANA","Praça Rui Barbosa","12","Centro","86800970","","AA"
"308","Araguacema","TO","-9.03931090","-49.60951200","ARAGUACEMA - CENTRO","POLO DE EDUCAçãO A DISTâNCIA DE ARAGUACEMA","Rua Rui Barbosa","S/N","Centro","77690000","","FR"
"310","Araguatins","TO","-5.64240620","-48.04067590","ARAGUATINS - NOVA ARAGUATINS","POLO DE EDUCAçãO A DISTâNCIA DE ARAGUANTINS","Rua 6","S/N","Nova Araguatins","77950000","Centro de Ensino Antônia Milhomem","AA"
"311","Araranguá","SC","-28.93611870","-49.49230130","ARARANGUA - NOVA DIVINEIA","POLO UAB - ARARANGUA","Rua Salvato Palatini","s/n","Nova Divinéia","88905226","Antiga Escola Munc. Nova Divinéia","AA"
"313","Araras","SP","-22.36390900","-47.37866070","ARARAS - CENTRO","POLO UAB - ARARAS","Av. Nestlé ","58","Centro","13601005","Vila Michelin","AA"
"314","Arari","MA","-3.50984780","-44.73814320","ARARI - CENTRO","POLO DE APOIO PRESENCIAL UAB - ARARI","Rua 31 de Março","s/n","Centro","65480000","Colégio Comercial de Arari","AA"
"315","Araxá","MG","-19.59071250","-46.93230420","ARAXA - SANTA RITA","POLO UAB_ARAXA","Av. Hítalo Rossi","s/n","Santa Rita","38181419","Prédio do SESI/SENAI","AA"
"317","Arraias","TO","-12.67706010","-46.98051030","ARRAIAS - CENTRO","POLO UAB - ARRAIAS","Av. Universitária ","s/nº","Centro","77330000","Campus de Arraias","AA"
"318","Assaí","PR","-23.40498920","-50.86644510","ASSAI - CENTRO","POLO UAB -POLO PRESENCIAL DE APOIO AO ENSINO A DISTANCIA DE ASSAI","Rua Manoel Ribas","1103","Centro","86220000","Colégio Estadual Barão do Rio Branco","AA"
"323","Bambuí","MG","-20.03579580","-45.98008480","BAMBUI - CENTRO","POLO UAB DE BAMBUI ","Rua Padre João Veloso ","237","Centro","38900000","","AA"
"324","Bandeirantes","PR","-23.17837570","-50.30690880","BANDEIRANTES - VILA MORETI","UAB - BANDEIRANTES","Rua dos Expedicionários","270","Vila Moreti","86360000","Escola Municipal Santa Terezinha","FR"
"327","Barcarena","PA","-1.51997010","-48.69219110","BARCARENA - SAO FRANCISCO","POLO UAB - BARCARENA PREFEITO JOAO CARLOS DOS SANTOS DIAS","Rodovia PA 481","S/N","São Francisco","68447000","Subprefeitura","AA"
"330","Barra do Bugres","MT","-15.09933940","-57.37225450","BARRA DO BUGRES - CENTRO","POLO DE APOIO PRESENCIAL DE BARRA DO BUGRES","Av. Deputado Hitler Sansão","820","Centro","78390000","","AA"
"331","Barra do Corda","MA","-5.66081440","-45.14945050","BARRA DO CORDA - ALTAMIRA","CENTRO DE ESTUDOS SUPERIORES DE BARRA DO CORDA","Rua Nelson Paturi","sn","Altamira","65950000","","AA"
"335","Barroso","MG","-21.17792380","-43.95321490","BARROSO - SANTA MARIA","POLO UAB  BARROSO","Av. Carlos Alberto Moura da Silva","s/n","Santa Maria","36212000","Parque de Exposições ","AA"
"336","Bataguassu","MS","-21.81502920","-52.57455560","BATAGUASSU - JARDIM SANTA MARIA","POLO DE APOIO PRESENCIAL DE BATAGUASSU","av. Presidente Prudente","10","Jardim Santa Maria","79780000","","AA"
"337","Beberibe","CE","-4.51101730","-38.69491490","BEBERIBE - CENTRO","POLO UAB - BEBERIBE","Rua José Bessa","299","Centro","62750000","","AA"
"339","Bela Vista","MS","-21.91114830","-56.47199280","BELA VISTA - COSTA E SILVA","ESCOLA MUNICIPAL JARBAS PASSARINHO","Rua Afonso Pena","S/N","Costa e Silva","79260000","","AA"
"340","Bela Vista do Paraíso","PR","-22.99598170","-51.24223950","BELA VISTA DO PARAISO - CENTRO","POLO PRESENCIAL FREDERICO OSAKU LEITE","Drª. Martha Silva Gomes","732","Centro","86130000","Prédio Escolar","AA"
"345","Bituruna","PR","-26.19137440","-51.55707260","BITURUNA - CENTRO","BITURUNA","Rua Maria Rosa Nunes Ramos ","35","Centro ","84640000","Escola Municipal Frei Tiago Luchesi","AA"
"346","Blumenau","SC","-26.92511020","-49.06125170","BLUMENAU - CENTRO","POLO UAB - BLUMENAU","Alameda Rio Branco","574","Centro","89010300","","AA"
"347","Bom Jesus","PI","-9.14525240","-44.47480180","BOM JESUS - JOSUE PARENTE","UESPI-CAMPUS DOM JOSE VASQUEZ DIAZ","Pça Alcebiades de Moraes","S/N","Josué Parente","64900000","","AA"
"349","Bom Jesus das Selvas","MA","-4.54579950","-46.67053400","BOM JESUS DAS SELVAS - CENTRO","PROFESSORA MARIA ALDECY DE OLIVEIRA","Rua Barreirinhas","","Centro","65395000","","AA"
"353","Bragança Paulista","SP","-22.93503260","-46.53873550","BRAGANCA PAULISTA - UBERABA","POLO UAB BRAGANCA PAULISTA","Rua Alexandre Berbari","101","Uberaba","12926676","Jardim São Lourenço ","AA"
"354","Brejo Santo","CE","-7.55581910","-38.94593260","BREJO SANTO - CENTRO","POLO DE BREJO SANTO-CEARA","RUA MANUEL ANTONIO CABRAL ","S/N","CENTRO","63260000","PRÉDIO","FR"
"358","Breves","PA","-1.29369760","-50.51355890","BREVES - AEROPORTO","CENTRO DE DESENV. E ED.PROFISSIONAL DR.JOAO MESSIAS DOS SANTOS-CEDEP","Avenida Rio Branco","1752","Aeroporto","68800000","","AA"
"359","Brumado","BA","-14.19686140","-41.68097240","BRUMADO - TANQUE","POLO DA UAB EM BRUMADO","Rua Antônio Carlos Magalhães","","Tanque","46100000","Prédio","AA"
"362","Buritis","RO","-10.12695850","-63.86405690","BURITIS - SETOR 1","CENTRO TECNOLOGICO DE FORMACAO INICIAL E CONTINUADA DO MAGISTERIO PUBLICO MUNICIPAL DE BURITIS","Av Ayrton Senna","971","Centro","76880000","Centro Tecnológico de Formação","AA"
"363","Cabaceiras","PB","-7.46409670","-36.30645950","CABACEIRAS - CENTRO","UAB TERESINHA JESUS FARIAS AIRES-POLO CABACEIRAS","Av. 04 de Junho","379","Centro","58480000","","AA"
"364","Cacequi","RS","-29.94266750","-54.82912590","CACEQUI - CENTRO","UAB - POLO DE CACEQUI","Rua Senador Salgado Filho","S/N","Centro","97450000","","AA"
"365","Cachoeira do Arari","PA","-0.85635920","-48.96059720","CACHOEIRA DO ARARI - PETROPOLIS","CACHOEIRA DO ARARI","Avenida Coronel Bento Miranda","500","Petrópolis","68840000","","AA"
"366","Cachoeiro de Itapemirim","ES","-21.01000620","-40.83105770","CACHOEIRO DE ITAPEMIRIM -  DISTRITO DE MORRO GRANDE","POLO UAB - CACHOEIRO DE ITAPEMIRIM","Rodovia 482 Cachoeiro x Alegre KM 05","0"," Distrito de Morro Grande","29313210","Cidade Universitária","AA"
"371","Camapuã","MS","-19.09662220","-53.91065940","CAMAPUA - VILA DIAMANTINA","CENTRO DE APOIO PRESENCIAL DE CAMAPUA","RUA FERREIRA DA CUNHA","200","VILA DIAMANTINA","79420000","","AA"
"373","Cametá","PA","-2.23550580","-49.52799960","CAMETA - CENTRAL","UAB - POLO CAMETA","Avenida Gentil Bittencourt","1582","Central","68400000","Antiga escola Governador Alacid Nunes","AA"
"375","Campinas","SP","-22.89920060","-47.03229140","CAMPINAS - JARDIM PAINEIRAS","CAMPINAS","Rua João Alves dos Santos","860","Jardim Paineiras","13092331","","FR"
"376","Campo Belo","MG","-20.96747840","-45.26185680","CAMPO BELO - CIDADE MONTESA","POLO UAB DE CAMPO BELO","Avenida Indianápolis","325","Cidade Montesa","37270000","Escola Municipal Lucilla Gibram Cambraia","AA"
"378","Campo Maior","PI","-4.92113490","-42.11773960","CAMPO MAIOR - SAO LUIS","UESPI-CAMPUS HEROIS DO JENIPAPO","Av. Santo Antonio","s/n","São Luis","64280000","","AA"
"381","Campos Sales","CE","-6.93491910","-40.26800750","CAMPOS SALES - ALTO ALEGRE","POLO DE APOIO PRESENCIAL DE CAMPOS SALES","Rua Emiliano Fortaleza","S/N","Alto Alegre","63150000","Centro Vocacional Tecnológico - CVT","AA"
"383","Canoinhas","SC","-26.18870840","-50.55497190","CANOINHAS - CENTRO","POLO DE APOIO PRESENCIAL EAD/UAB CANOINHAS","RUA BERNARDO OLSEN,","400","CENTRO","89460000","PRÉDIO","AA"
"385","Capanema","PA","-25.66539930","-53.80829900","CAPANEMA - SAO PEDRO E SAO PAULO","POLO UAB/CAPANEMA","RODOVIA CAPANEMA-BRAGANÇA","S/Nº","SÃO PEDRO E SÃO PAULO","68700000","Km2","NA"
"388","Concórdia","SC","-27.20408820","-51.97918490","CONCORDIA - CENTRO","POLO UAB: SDR - CONCORDIA","Travessa Irmã Leopoldina","136","Centro","89700000","","AA"
"389","Caraúbas","RN","-5.70249310","-37.55345260","CARAUBAS - DR. SEBASTIAO MALTEZ ","POLO UAB - SERTAO DAS CARAUBEIRAS","Rua Alfredo Alves de Azevedo","212","Dr. Sebastião Maltez ","59780000","","AA"
"390","Carira","SE","-10.38335060","-37.68122800","CARIRA - VILA NOVA","POLO DE APOIO PRESENCIAL DE CARIRA","Rua João Paulo da Conceição","S/N","Vila Nova","49550000","","AA"
"391","Carlos Chagas","MG","-17.71781330","-40.87785860","CARLOS CHAGAS - CENTRO","POLO CARLOS CHAGAS","Travessa Braga","381","Centro","39864000","Esquina com Avenida Capitão João Pinto","AA"
"392","Carneirinho","MG","-19.69915580","-50.76244930","CARNEIRINHO - CENTRO","CARNEIRINHO UAB","Avenida José Ambrosio de Queiroz","850","Centro","38290000","","AA"
"393","Carolina","MA","-7.17651670","-47.29238930","CAROLINA - SETOR UNIVERSITARIO","POLO DE APOIO PRESENCIAL-UAB2-CAROLINA","Av. Frederico Martins de Azevedo","616","Setor Universitário","65980000","","AA"
"400","Caxias","MA","-4.86022090","-43.36537790","CAXIAS - CENTRO","POLO UAB CAXIAS","Rua São Pedro","s/n","Centro","65608160","","AA"
"403","Brasília","DF","-15.81431280","-48.10243480","BRASILIA - GUARIROBA","DF - DIGITAL - CEILANDIA MASTER","QNN 14 A/E","0","Guariroba","72210181","","NA"
"405","Cerro Azul","PR","-24.89289670","-49.24359980","CERRO AZUL - CENTRO","CENTRO COMUNITARIO BERNARDO VON MULLER","Rua Deputado Aníbal Cury","s/n","Centro","83570000","Centro Comunitário Bernardo Von Muller Berneck","AA"
"407","Chapecó","SC","-27.08064780","-52.62627070","CHAPECO - SAO CRISTOVAO","POLO MUNICIPAL DE APOIO PRESENCIAL- UAB - CHAPECO","RUA OSVALDO CRUZ","1556-E","SÃO CRISTÓVÃO","89803361","TÉRREO (antigo SESI)","AA"
"412","Codó","MA","-4.56715630","-43.86732220","CODO - SAO BENEDITO","POLO UAB - CODO","Rua Paraiba","474","São Benedito","65400000","Proximo a Câmara Municipal de Codó","AA"
"414","Coelho Neto","MA","-4.25237960","-43.09716250","COELHO NETO - CENTRO","POLO UAB COELHO NETO","Av. Mal. Cordeiro de Farias","0","Centro","65620000","José Sarney","AA"
"415","Colatina","ES","-19.53768960","-40.63433410","COLATINA - ESPLANADA","POLO-UAB/COLATINA","Av. Ângelo Giuberti","","Esplanada","29702902","Praça Sol Poente","AA"
"417","Colinas","MA","-6.04336670","-44.17202660","COLINAS - CENTRO","POLO UAB - CENTRO DE ESTUDOS SUPERIORES DE COLINAS","Avenida Dr. Osano Brandão","511","Centro","65690000","","FR"
"419","Colombo","PR","-25.36075750","-49.18684520","COLOMBO - JD. NOSSA SENHORA DE FATIMA","POLO DE APOIO PRESENCIAL PROF. ALTAIR DA SILVA LEME","RUA DORVAL CECCON","664","JD. NOSSA SENHORA DE FÁTIMA","83405030","2º ANDAR","AA"
"421","Conceição do Coité","BA","-11.55766760","-39.27910110","CONCEICAO DO COITE - CENTRO","POLO UAB DE CONCEICAO DO COITE - BA.","Rua maximino madureira","S/N","Centro","48730000","Escola Estadual Olgarina Pitangueira Pinheiro","AA"
"422","Conceição do Mato Dentro","MG","-18.94423690","-43.52223130","CONCEICAO DO MATO DENTRO - CENTRO","POLO UAB - CONCEICAO DO MATO DENTRO","Av. JK","680","Centro","35860000","","FR"
"424","Confins","MG","-19.64653050","-43.97228160","CONFINS - CENTRO","CENTRO EDUCACIONAL E CULTURA/ESCOLA MUNIC.AFONSO JOSE DA SILVA","Rua Maria Rodrigues","730","Centro","33500000","","AA"
"425","Congonhinhas","PR","-23.57045670","-50.55497190","CONGONHINHAS - CENTRO","UAB- CONGONHINHAS","Av. Dr. Davi Xavier da Silva","","Centro","86320000","","AA"
"427","Coremas","PB","-7.04070350","-37.95727030","COREMAS - CENTRO","POLO UAB - COREMAS","Rua Mecânica DNOCS","S/N","centro","58770000","","AA"
"428","Corrente","PI","-10.36934790","-45.14945050","CORRENTE - CENTRO","VALE DO CORRENTE","Praça Joaquim Nogueira Paranaguá","73","Centro","64980000","","AA"
"429","Costa Rica","MS","-18.61606480","-53.21804950","COSTA RICA - AREA RURAL","POLO DE APOIO PRESENCIAL PROF  ADENOCRE A. DE MORAIS -COSTA RICA","José Calazans da Silva","172","Área Rural","79550000","Esc.Munic. profº.Adenocre A. de Morais","AA"
"433","Cristalândia","TO","-10.58804610","-49.44660050","CRISTALANDIA - CENTRO","POLO DE EAD DE CRISTALANDIA","Avenida Dom Jaime Antônio Schuck","2600","Centro","77490000","Prédio","AA"
"434","Cristália","MG","-16.73056640","-42.82478770","CRISTALIA - CENTRO","POLO UAB DE CRISTALIA","Rua Teodomiro Borges","sn","Centro","39598000","","AA"
"437","Cubatão","SP","-23.88786550","-46.42573230","CUBATAO - VILA COUTO","POLO UAB CUBATAO","Rua Doutor Fernando Costa","1096","Vila Couto","11510310","LOCAL ONDE FUNCIONAVA A ANTIGA FÁBRICA DA COMUNIDADE","FR"
"438","Cuiabá","MT","-15.60399900","-56.10772990","CUIABA - CENTRO-SUL","SECRETARIA DE ESTADO DE EDUCACAO","Rua Comandante Costa","1927","Centro-Sul","78025200","","AA"
"442","Diadema","SP","-23.68899310","-46.62693670","DIADEMA - CENTRO","POLO DE APOIO PRESENCIAL DE DIADEMA","Rua Nossa Senhora das Vitórias","249/251","Centro","9910140","","AA"
"444","Diamantino","MT","-14.06399120","-57.01116810","DIAMANTINO - MT 240","POLO DE APOIO PRESENCIAL DO MUNICIPIO DE DIAMANTINO/MT","Rodovia Senador Roberto Campos","S/N","MT 240","78400000","Saída para Alto Paraguai - Antiga Escola Agrícola","AA"
"446","Dianópolis","TO","-11.73192730","-46.90283750","DIANOPOLIS - CENTRO","POLO DE APOIO PRESENCIAL PARA O DESENVOLVIMENTO DO SUDESTE DO TOCANTINS","Praça Aurélio Antonio Araújo","2","Centro","77300000","","AA"
"448","Dom Pedro","MA","-4.98435520","-44.43706060","DOM PEDRO - CENTRO","POLO UAB SOCORRO CARVALHO","Rua Jorge Fernandes","s/n","Centro","65765000","Colégio Socorro Carvalho","AA"
"450","Duque de Caxias","RJ","-22.78365320","-43.30727560","DUQUE DE CAXIAS - JARDIM 25 DE AGOSTO","POLO UAB - DUQUE DE CAXIAS","Rua Marechal Floriano","555","Jardim 25 de Agosto","25070020","","AA"
"451","Durandé","MG","-20.15523250","-41.78054770","DURANDE - CENTRO","POLO UAB DURANDE","Avenida Álvaro Moreira da Silva","615","Centro","36974000","Prédio","AA"
"454","Encantado","RS","-29.23237520","-51.91569920","ENCANTADO - LAMBARI","POLO PRESENCIAL DE ENCANTADO","Rua Alegrete","811","Lambari","95960000","Centro Municipal de Educação","AA"
"455","Engenheiro Beltrão","PR","-23.74279490","-52.23371840","ENGENHEIRO BELTRAO - CENTRO","POLO UAB - ENGENHEIRO BELTRAO","Rua Clotário Portugal","115","Centro","87270000","","AA"
"458","Euclides da Cunha","BA","-10.42066760","-38.73681870","EUCLIDES DA CUNHA - JEREMIAS","CAMPUS XXII DA UNIVERSIDADE DO ESTADO DA BAHIA","Rua Enock Canário de Araújo","","Jeremias","48500000","","AA"
"460","Faxinal","PR","-24.03451970","-51.30508510","FAXINAL - CENTRO","POLO UAB DE FAXINAL","Av. Eugênio Bastiani","984","Centro","86840000","","AA"
"461","Feira de Santana","BA","-12.25723790","-38.95140700","FEIRA DE SANTANA - CENTRO","POLO UAB FEIRA DE SANTANA","Juracy Magalhães Júnior","s/n","Centro","44001360","","NA"
"463","Flor da Serra do Sul","PR","-26.24208070","-53.23959730","FLOR DA SERRA DO SUL - CENTRO","POLO DE APOIO PRESENCIAL DE FLOR DA SERRA DO SUL","Rua Cristiano Bender","419","Centro","85618000","","AA"
"466","Florianópolis","SC","-27.58999930","-48.54462640","FLORIANOPOLIS - CENTRO","POLO UAB FLORIANOPOLIS","Rua Ferreira Lima","82","Centro","88015420","Subsolo","AA"
"470","Fortaleza dos Nogueiras","MA","-6.94026180","-46.09448450","FORTALEZA DOS NOGUEIRAS - NOVA FORTALEZA","POLO DE APOIO PRESENCIAL DA UAB DE FORTALEZA DOS NOGUEIRAS","Rua Raimundo Braúna","S/Nº","Nova Fortaleza","65805000","","AA"
"471","Franca","SP","-20.54692070","-47.39987740","FRANCA - CENTRO","UAB POLO FRANCA ","Avenida Champagnat","1808","Centro","14400320","","AA"
"472","Francisco Sá","MG","-16.42982620","-43.56069460","FRANCISCO SA - CENTRO","FRANCISCO SA","Rua João Catulino de Andrade","748","Centro","39580000","","AA"
"474","Garanhuns","PE","-8.88915310","-36.49454000","GARANHUNS - SANTO ANTONIO","GARANHUNS","Av. Dantas Barreto","44","Santo Antônio","55295080","","FR"
"477","Goiás","GO","-15.82724320","-50.26566200","GOIAS - ALTO DO SANTANA","POLO DE EDUCACAO A DISTANCIA VILA BOA DE GOIAS","Rua Vereador Hugo Argenta","s/n","Alto do Santana","76600000","Abaixo da Escola Mul Santa Bárbara","AA"
"478","Goioerê","PR","-24.16116170","-53.06739050","GOIOERE - CENTRO","POLO UAB - GOIOERE","Av. Daniel Portela","1354","Centro","87360000","","AA"
"480","Grajaú","MA","-5.74864650","-46.05632120","GRAJAU - TREZIDELA","POLO UAB - PROFESSOR PORFIRIO PEREIRA  SANTOS","BR 226","22","TREZIDELA","65940000","KM 214 /ANTIGO LIONS CLUB, ","AA"
